case_sha256,term_id,sense_id,context_id,context_groups,block_id,chapter_id,sentence_id,context_role,context_slot,context_type_proposal,sense_relation,matched_surface_exact,content_sha256,context_sha256,source_text
389d2bd6b08fa1025c7db0d1aa3ce998bcc8c04ad10292279389fa7c31bc3e39,d2lce_bee01b92f7b0b02cc1d77bd7,d2lce_bee01b92f7b0b02cc1d77bd7,ctx_4a0757f79d783bf9dfd3591b,primary;definition;part_of_speech,d2l_appendix_mathematics_for_deep_learning_single_variable_calculus_b068,d2l_appendix_mathematics_for_deep_learning,sentence_ac16f3a5859326b101f95488,PRIMARY,C3,C1,SAME_SENSE,second derivative,836eb0eedb8c663b7170f2ccf8adad80be8f8bf7946ee8f7ad34c527e78bfa27,1b84102a5886b32f32afbadd38bff7cb0cb6567457acc4f96337558e883862de,We will call this the second derivative of $f$.
389d2bd6b08fa1025c7db0d1aa3ce998bcc8c04ad10292279389fa7c31bc3e39,d2lce_bee01b92f7b0b02cc1d77bd7,d2lce_bee01b92f7b0b02cc1d77bd7,ctx_5b8b82c37cbbe2526e94e29e,backup,d2l_linear_networks_softmax_regression_b069,d2l_linear_networks,sentence_f33bf2896483e0f8aac2167b,BACKUP,B1,C2,SAME_SENSE,second derivative,dbc9b250366700abf8d156cb605e2eba3dcdaeb00bdeaa7e4ff5e0a87aa3aca1,92fdce5ab419fefb29c51f89ab024b22a91cf45244068e287bc69cff682aa142,Compute the variance of the distribution given by $\mathrm{softmax}(\mathbf{o})$ and show that it matches the second derivative computed above.
389d2bd6b08fa1025c7db0d1aa3ce998bcc8c04ad10292279389fa7c31bc3e39,d2lce_bee01b92f7b0b02cc1d77bd7,d2lce_bee01b92f7b0b02cc1d77bd7,ctx_7882197b45dfa30a41481b4e,backup,d2l_convolutional_neural_networks_conv_layer_b057,d2l_convolutional_neural_networks,sentence_00b1450cc6e1d03f12d47697,BACKUP,B3,C2,SAME_SENSE,second derivative,dfb83a2457b7474b29cfb93686e139cad1fb64ea322857b4c1d4a2f60d24e1d1,73fc2044b905333bd47c9649c480896e566780f244e6564d492ad125f593e1d5,What is the form of a kernel for the second derivative?
389d2bd6b08fa1025c7db0d1aa3ce998bcc8c04ad10292279389fa7c31bc3e39,d2lce_bee01b92f7b0b02cc1d77bd7,d2lce_bee01b92f7b0b02cc1d77bd7,ctx_8a430806097a3e11f597ee65,primary;definition,d2l_optimization_convexity_b051,d2l_optimization,sentence_3889de1fbb3d0ed3843b8ad6,PRIMARY,C1,C1,SAME_SENSE,second derivative,b90f7d2af91ef1d04924d10cc3555a6d26b2b0d6b0289edc168a356df5bffebc,20dc5364463b2a74474fcae0933c7c25555a2e2dfbad524d470121bf4cad8303,"Formally, a twice-differentiable one-dimensional function $f: \mathbb{R} \rightarrow \mathbb{R}$ is convex
if and only if its second derivative $f'' \geq 0$."
389d2bd6b08fa1025c7db0d1aa3ce998bcc8c04ad10292279389fa7c31bc3e39,d2lce_bee01b92f7b0b02cc1d77bd7,d2lce_bee01b92f7b0b02cc1d77bd7,ctx_c63be52377fb45f394c67865,primary;part_of_speech,d2l_linear_networks_softmax_regression_b069,d2l_linear_networks,sentence_9d28ed22f99e9ec6549a425c,PRIMARY,C2,C2,SAME_SENSE,second derivative,3cc7c2cbe97c21a2797caf332d323009e10c0243f47e30fd1a3985b29b24ac9f,932000b0dfbdb312922eadf3a0b912546aa86368788db3a455bc04429033b2a2,"Compute the second derivative of the cross-entropy loss $l(\mathbf{y},\hat{\mathbf{y}})$ for the softmax."
389d2bd6b08fa1025c7db0d1aa3ce998bcc8c04ad10292279389fa7c31bc3e39,d2lce_bee01b92f7b0b02cc1d77bd7,d2lce_bee01b92f7b0b02cc1d77bd7,ctxx_4f681a1f06ff96894ab423a7,contrastive,,,,CONTRASTIVE,X1,CONTRASTIVE,CONTRASTIVE,second derivative,5d478f5bb9e62708e58cc2e5ad570b68fac6b1c15b289c914c3d5525a9aa0528,7b421da6a2f08076d23ecb55780e47499089e25e9bbc40b6135f16d44e16ff2f,Synthetic: The second derivative in a pricing spreadsheet was left blank because no calculus was being applied.
b7a04c0d3780379c4913646579def38f04ca487da282ef219fbd61f59a43d9f0,d2lce_bc240ce7b3e0abeb18f82a6b,d2lce_bc240ce7b3e0abeb18f82a6b,ctx_5116b5fdf318003ffedaf8df,primary;definition,d2l_attention_mechanisms_attention_cues_b014,d2l_attention_mechanisms,sentence_0725c06088467dd92ba6e1cc,PRIMARY,C4,C2,SAME_SENSE,sensory inputs,6239b7aad92954331dfb40a556c4496efe604b38c4bceb895afdb2e5358a7c8e,37ae0e32d378c198a8c60a1d897abd789b4886b87b98e33b352cc7b079a9559b,"Given any query,
attention mechanisms
bias selection over sensory inputs (e.g., intermediate feature representations)
via *attention pooling*."
b7a04c0d3780379c4913646579def38f04ca487da282ef219fbd61f59a43d9f0,d2lce_bc240ce7b3e0abeb18f82a6b,d2lce_bc240ce7b3e0abeb18f82a6b,ctx_718ca2aa7353cfe6ec7be41e,primary;definition;part_of_speech,d2l_attention_mechanisms_index_b002,d2l_attention_mechanisms,sentence_183d1da9ed6d307eb5fea195,PRIMARY,C1,C1,SAME_SENSE,sensory input,39653dbbe0ea765b48de8bafa9888266182aea619fd8856b2e7156440c799c40,8936d3b34a7a4d3936d3c962cd40113ed3c2a4bf1fd73cadbdd925fa59c1da4f,"The optic nerve of a primate's visual system
receives massive sensory input,
far exceeding what the brain can fully process."
b7a04c0d3780379c4913646579def38f04ca487da282ef219fbd61f59a43d9f0,d2lce_bc240ce7b3e0abeb18f82a6b,d2lce_bc240ce7b3e0abeb18f82a6b,ctx_84826f7dac9a86c191985d21,backup;definition,d2l_attention_mechanisms_attention_cues_b013,d2l_attention_mechanisms,sentence_8d1b5572ae649734f295acdc,BACKUP,B2,C2,SAME_SENSE,sensory inputs,5a575238337e15cfed33067ff278d3787af89e17c4836c8a45bd42f7c90d9e86,93bb4153b3a508adb56124ac57e02047b7cfbd1ec9d8c3c4f5da5ace273dd879,"To bias selection over sensory inputs,
we can simply use
a parameterized fully-connected layer
or even non-parameterized
max or average pooling."
b7a04c0d3780379c4913646579def38f04ca487da282ef219fbd61f59a43d9f0,d2lce_bc240ce7b3e0abeb18f82a6b,d2lce_bc240ce7b3e0abeb18f82a6b,ctx_94ce02b7241c9ce39ca2bbb4,primary;definition,d2l_attention_mechanisms_attention_cues_b015,d2l_attention_mechanisms,sentence_51f0ad7dd12913eb59a39972,PRIMARY,C5,C2,SAME_SENSE,sensory inputs,a271eab92195cab05498787c0ae5102830efc8c3e485b8c21ef7d36edbdeb983,b086106687dd3f0608e00317b197f4915d690563c02af51b2a7295f0f562b87e,"![Attention mechanisms bias selection over values (sensory inputs) via attention pooling, which incorporates queries (volitional cues) and keys (nonvolitional cues).](../img/qkv.svg)
:label:`fig_qkv`"
b7a04c0d3780379c4913646579def38f04ca487da282ef219fbd61f59a43d9f0,d2lce_bc240ce7b3e0abeb18f82a6b,d2lce_bc240ce7b3e0abeb18f82a6b,ctx_a3dea1caaff77f50a3d722b3,backup;definition;part_of_speech,d2l_attention_mechanisms_attention_cues_b004,d2l_attention_mechanisms,sentence_70f09baaf921393fe589d2ea,BACKUP,B1,C1,SAME_SENSE,sensory inputs,a59a744726b5f7d262490fa2e9890f9117814e97ae212077ad17248ab4b9165e,b1b0af427e73d294cd3ed71c1065a7117b8fbeeac55a6f95afb74b12f33a2c29,"Fortunately,
our ancestors had learned from experience (also known as data)
that *not all sensory inputs are created equal*."
b7a04c0d3780379c4913646579def38f04ca487da282ef219fbd61f59a43d9f0,d2lce_bc240ce7b3e0abeb18f82a6b,d2lce_bc240ce7b3e0abeb18f82a6b,ctx_c118b6fc83c7f0f86f025bbe,backup;definition,d2l_attention_mechanisms_attention_cues_b014,d2l_attention_mechanisms,sentence_f8f38f5043c635e81b6279c3,BACKUP,B3,C2,SAME_SENSE,sensory input,52d7c0b26acd117b61f44051a89f38f868b01963c61cc774383a61106ea1c1fc,99120ee8225b694e42e21d2d9e5c622bb3c29d35a13742583da11b7b68f6d584,"More generally,
every value is paired with a *key*,
which can be thought of the nonvolitional cue of that sensory input."
b7a04c0d3780379c4913646579def38f04ca487da282ef219fbd61f59a43d9f0,d2lce_bc240ce7b3e0abeb18f82a6b,d2lce_bc240ce7b3e0abeb18f82a6b,ctx_cc74ec1d4759c01b8c2aeb02,primary;definition,d2l_attention_mechanisms_attention_cues_b014,d2l_attention_mechanisms,sentence_148cff5fea05df5b2c3e4f97,PRIMARY,C2,C2,SAME_SENSE,sensory inputs,50bb6186751528e70bb467c5ec3ef6bbc62a8b3aa4f24d3afdf02ed8fcb78a1d,2cb3a6859ba1b6d6fdf216a8296f36235e32efb840e3aee24e54a4b381be6b98,"As shown in :numref:`fig_qkv`,
we can design attention pooling
so that the given query (volitional cue) can interact with keys (nonvolitional cues),
which guides bias selection over values (sensory inputs)."
b7a04c0d3780379c4913646579def38f04ca487da282ef219fbd61f59a43d9f0,d2lce_bc240ce7b3e0abeb18f82a6b,d2lce_bc240ce7b3e0abeb18f82a6b,ctx_f2f9bdd4c1c0ac5391f9f713,primary;definition,d2l_attention_mechanisms_attention_cues_b014,d2l_attention_mechanisms,sentence_e79b8cc3fdceb32e5990c22d,PRIMARY,C3,C3,SAME_SENSE,sensory inputs,94838d86363d3eae94b77d5e2be0b3fd9d51d10bdd8e9e895158ed3582207896,dc09ec72f05a22e1624d2848ce8296894419aac54b1adf07242e86768c31fa3c,These sensory inputs are called *values* in the context of attention mechanisms.
b7a04c0d3780379c4913646579def38f04ca487da282ef219fbd61f59a43d9f0,d2lce_bc240ce7b3e0abeb18f82a6b,d2lce_bc240ce7b3e0abeb18f82a6b,ctxx_62a44bacfcfd9838900887b9,contrastive,,,,CONTRASTIVE,X1,CONTRASTIVE,CONTRASTIVE,sensory input,11f1987f728164a05e09a5e01f94e9a036cb8cfc04dcb264fe6c686f728854de,596d9f93f1709b8e128693674da65cecf0d31a2373e5e8594156ebef41149bf3,Synthetic: The robot lost sensory input from its temperature sensor after the cable broke.
12bd0559fb6413f6db23c24d6a5ec5566ceded966a46cc6c376a1053e71133f6,d2lce_b85d9a7a642afee03175796f,d2lce_b85d9a7a642afee03175796f,ctx_12a769b04e422d6f6739fc5c,backup,d2l_recurrent_neural_networks_text_preprocessing_b002,d2l_recurrent_neural_networks,sentence_e900511fdfffb46013ebe263,BACKUP,B1,C3,SAME_SENSE,sequence data,df22fc981356a072e8800f67bd9669f3c3ce024dc616ffa3c71b0860dde4cfdd,2964001ceda9ada2bb5fd6ee2599f05074bf42a377b3f5b49e4690be36983b55,"We have reviewed and evaluated
statistical tools
and prediction challenges
for sequence data."
12bd0559fb6413f6db23c24d6a5ec5566ceded966a46cc6c376a1053e71133f6,d2lce_b85d9a7a642afee03175796f,d2lce_b85d9a7a642afee03175796f,ctx_23bae34b7c7a3e597d0cac0d,backup,d2l_recurrent_modern_index_b002,d2l_recurrent_modern,sentence_a95e7ff23461ab1c56b6fa04,BACKUP,B3,C3,SAME_SENSE,sequence data,7a072df769d391c64331fd6a72543c60828805971e954d00876987dd32075949,1d39efe5931e682c9254589c9142943c1e34098f28ef683a277a5a7cda36f80e,"We have introduced the basics of RNNs,
which can better handle sequence data."
12bd0559fb6413f6db23c24d6a5ec5566ceded966a46cc6c376a1053e71133f6,d2lce_b85d9a7a642afee03175796f,d2lce_b85d9a7a642afee03175796f,ctx_283a25d9322a8783b9c51766,primary;definition,d2l_recurrent_neural_networks_sequence_b023,d2l_recurrent_neural_networks,sentence_3baafc3bdc5ce5696a33c74f,PRIMARY,C3,C3,SAME_SENSE,sequence data,4c08ad03fb2ab189f3552ce1bf7fd4a1fe0bb509629d18264dc1555ae9ad5834,fafa52a02efae215c11b2a1a604ebc30c2a6c244398ef04027fda6e69d74f58c,"However, there is just one little problem to this:
if we observe sequence data only until time step 604, we cannot hope to receive the inputs for all the future one-step-ahead predictions."
12bd0559fb6413f6db23c24d6a5ec5566ceded966a46cc6c376a1053e71133f6,d2lce_b85d9a7a642afee03175796f,d2lce_b85d9a7a642afee03175796f,ctx_48778feb4f6b4e043ea02087,primary;definition;part_of_speech,d2l_recurrent_neural_networks_sequence_b007,d2l_recurrent_neural_networks,sentence_0a72885cb519c89d820f6fca,PRIMARY,C1,C2,SAME_SENSE,sequence data,3ca9df2a5c7c7889015f697abe1141e1bd86fa51fe3fa00e7d35b1629e0419ee,a1f57e53827c1006c4f53c03f79ee171d6aaac4d80310683e091258d3ee53df1,We need statistical tools and new deep neural network architectures to deal with sequence data.
12bd0559fb6413f6db23c24d6a5ec5566ceded966a46cc6c376a1053e71133f6,d2lce_b85d9a7a642afee03175796f,d2lce_b85d9a7a642afee03175796f,ctx_49c9f549ad2f64ca91888fd2,primary;part_of_speech,d2l_recurrent_neural_networks_text_preprocessing_b002,d2l_recurrent_neural_networks,sentence_9c2995cd280fd896ad42b2dc,PRIMARY,C5,C2,SAME_SENSE,sequence data,4c66b8d1f235f29480184f9adf20d1eed6a6f76f3c54faf6124c279b5384faee,c256aef53cc1b6c9f71ce2ec3ca40ca7183c1d3b9bf17cb72d346f04404682f6,"To facilitate our future experiments
with sequence data,
we will dedicate this section
to explain common preprocessing steps for text."
12bd0559fb6413f6db23c24d6a5ec5566ceded966a46cc6c376a1053e71133f6,d2lce_b85d9a7a642afee03175796f,d2lce_b85d9a7a642afee03175796f,ctx_57e94c23a338288414c30cf1,primary;definition,d2l_recurrent_neural_networks_sequence_b023,d2l_recurrent_neural_networks,sentence_aca55f887de2be9f82e4d0fb,PRIMARY,C2,C3,SAME_SENSE,sequence data,0eff7add5ddb489aa8f185605efba3e6cdb9f0e36584e0b84871afb3c06be870,a7c559db81952a954ac62fa5e6999e2a0ae5e1db62e6cd5e161a5d76f847b76b,"To keep things simple we (**generate our sequence data by using a sine function with some additive noise for time steps $1, 2, \ldots, 1000$.**)

```{.python .input}
%matplotlib inline
from d2l import mxnet as d2l
from mxnet import autograd, np, npx, gluon, init
from mxnet.gluon import nn
npx.set_np()
```

```{.python .input}
#@tab pytorch
%matplotlib inline
from d2l import torch as d2l
import torch
from torch import nn
```

```{.python .input}
#@tab tensorflow
%matplotlib inline
from d2l import tensorflow as d2l
import tensorflow as tf
```

```{.python .input}
#@tab mxnet, pytorch
T = 1000  # Generate a total of 1000 points
time = d2l.arange(1, T + 1, dtype=d2l.float32)
x = d2l.sin(0.01 * time) + d2l.normal(0, 0.2, (T,))
d2l.plot(time, [x], 'time', 'x', xlim=[1, 1000], figsize=(6, 3))
```

```{.python .input}
#@tab tensorflow
T = 1000  # Generate a total of 1000 points
time = d2l.arange(1, T + 1, dtype=d2l.float32)
x = d2l.sin(0.01 * time) + d2l.normal([T], 0, 0.2)
d2l.plot(time, [x], 'time', 'x', xlim=[1, 1000], figsize=(6, 3))
```

Next, we need to turn such a sequence into features and labels that our model can train on."
12bd0559fb6413f6db23c24d6a5ec5566ceded966a46cc6c376a1053e71133f6,d2lce_b85d9a7a642afee03175796f,d2lce_b85d9a7a642afee03175796f,ctx_8710926068d0f1fb4746e134,backup;part_of_speech,d2l_recurrent_neural_networks_index_b006,d2l_recurrent_neural_networks,sentence_03c632da4ac49a83a03b81b0,BACKUP,B2,C2,SAME_SENSE,sequence data,1a07ffd35787234818694a992bd8d5838f91e50e58782e9dace8341fa971d5ac,0148e08cbe37ae5078e675c496c25f5a5f0fb409eeffa6ad51147dc29f8e522b,After a more formal review of sequence data we introduce practical techniques for preprocessing text data.
12bd0559fb6413f6db23c24d6a5ec5566ceded966a46cc6c376a1053e71133f6,d2lce_b85d9a7a642afee03175796f,d2lce_b85d9a7a642afee03175796f,ctx_b6036c566fcf4ded24d31bee,primary,d2l_recurrent_neural_networks_sequence_b004,d2l_recurrent_neural_networks,sentence_1358aa871b30fd6f34ba82fd,PRIMARY,C4,C3,SAME_SENSE,sequence data,523b318389148b4ce25215f6834c7cda57c8d30d341778cfec2bd9eae4e01578,55a43df6e64738afcc77b081a7e4d68b22eaacaea13e8aea8fb28999b570960d,"Of course, sequence data are not just about movie ratings."
12bd0559fb6413f6db23c24d6a5ec5566ceded966a46cc6c376a1053e71133f6,d2lce_b85d9a7a642afee03175796f,d2lce_b85d9a7a642afee03175796f,ctxx_e699d91caaa3cd6d980d9221,contrastive,,,,CONTRASTIVE,X1,CONTRASTIVE,CONTRASTIVE,sequence data,15ca6cc17fce4c5a68ccb425e286fa05db10763e4857a2b58819986e1b7cde87,06bf59646c8565a02e6dc3860007e70ff0995578bd009954ae0a595b9c39d092,"Synthetic: Although stored in a table, these customer records are not sequence data because the row order carries no meaning."
b400cda3fd3de19596eb834206dd85696e3029f1f66f399973fd4b52a4e9572b,d2lce_40a50503f2fdc79aa0a549fc,d2lce_40a50503f2fdc79aa0a549fc,ctx_1c286a6e0465f52ed228797c,primary,d2l_convolutional_modern_alexnet_b036,d2l_convolutional_modern,sentence_fc0c69fce2cebcd78ef0e85d,PRIMARY,C3,C4,SAME_SENSE,Sequential,62b869e458073c028ce27e69bfef154001eb05beeacee56bddbd78826de03ba5,b2b914dbabb0de7bdecb12ca89fa1b33d1d17aab03947c31632c025d967e0ba3,"```{.python .input}
from d2l import mxnet as d2l
from mxnet import np, npx
from mxnet.gluon import nn
npx.set_np()

net = nn.Sequential()
# Here, we use a larger 11 x 11 window to capture objects."
b400cda3fd3de19596eb834206dd85696e3029f1f66f399973fd4b52a4e9572b,d2lce_40a50503f2fdc79aa0a549fc,d2lce_40a50503f2fdc79aa0a549fc,ctx_3e14117a045ebf17876f5d0d,primary;definition,d2l_multilayer_perceptrons_mlp_concise_b008,d2l_multilayer_perceptrons,sentence_779a1d617c58a26fbd7c9c1f,PRIMARY,C4,C4,SAME_SENSE,Sequential,639d616151d9cca85649a9008d1a265a9587d3ab5d1aff54542af79c91de861c,ea86a4ff4bc4d23a860710878afa0ec86f186d3e285416adcf40b6fea6146abb,"```{.python .input}
net = nn.Sequential()
net.add(nn.Dense(256, activation='relu'),
        nn.Dense(10))
net.initialize(init.Normal(sigma=0.01))
```"
b400cda3fd3de19596eb834206dd85696e3029f1f66f399973fd4b52a4e9572b,d2lce_40a50503f2fdc79aa0a549fc,d2lce_40a50503f2fdc79aa0a549fc,ctx_4948ac0797bf6c281ee7ac67,primary;definition;part_of_speech,d2l_linear_networks_linear_regression_concise_b020,d2l_linear_networks,sentence_ac62f65bee051048ea698e5a,PRIMARY,C5,C2,SAME_SENSE,Sequential,cf08e05f0db133b65e86a3f6001fedfdb0f33d790fd288fc93cf06a82dbb3228,b5f87124e5738aa2dcab5a7d820d19092bcccd32a526eaa00b36733a5df125ae,"We will first define a model variable `net`,
which will refer to an instance of the `Sequential` class."
b400cda3fd3de19596eb834206dd85696e3029f1f66f399973fd4b52a4e9572b,d2lce_40a50503f2fdc79aa0a549fc,d2lce_40a50503f2fdc79aa0a549fc,ctx_4a91c71a44a35cb9a603e221,primary;definition;part_of_speech,d2l_convolutional_neural_networks_lenet_b010,d2l_convolutional_neural_networks,sentence_0a10af56f13dd5d218e9e801,PRIMARY,C1,C2,SAME_SENSE,Sequential,a012d1bd82bfafe6bbbda712cc5b4d1a7140942e22cc888e727648e24bc4137b,933d0fd23a75eac06d162393d6fc545b982e0b4b03217a1ba1170a5a63640a0c,"We need only to instantiate a `Sequential` block
and chain together the appropriate layers."
b400cda3fd3de19596eb834206dd85696e3029f1f66f399973fd4b52a4e9572b,d2lce_40a50503f2fdc79aa0a549fc,d2lce_40a50503f2fdc79aa0a549fc,ctx_de121275094e0872769613f6,primary;definition,d2l_deep_learning_computation_model_construction_b009,d2l_deep_learning_computation,sentence_1e0c84ddc22e5eb39771f10f,PRIMARY,C2,C4,SAME_SENSE,Sequential,e05e9d3b34ca1db0c7f2fb40b96f6683b737666820cd20dbea993798210707d0,a604430c1b84725a4cc9b877268aba9df0baddc9fc15e1e8fd1dfa334d3ca640,"```{.python .input}
from mxnet import np, npx
from mxnet.gluon import nn
npx.set_np()

net = nn.Sequential()
net.add(nn.Dense(256, activation='relu'))
net.add(nn.Dense(10))
net.initialize()

X = np.random.uniform(size=(2, 20))
net(X)
```"
b400cda3fd3de19596eb834206dd85696e3029f1f66f399973fd4b52a4e9572b,d2lce_40a50503f2fdc79aa0a549fc,d2lce_40a50503f2fdc79aa0a549fc,ctxx_db6036616175f01970672c09,contrastive,,,,CONTRASTIVE,X1,CONTRASTIVE,CONTRASTIVE,sequential,008e9c8a1d9061d4acc81aab1b67ca4ec197fbb05413ab66133201754eb65b08,ba9a3835e2d1c2f3a52fc7c1601d7f3c29b1820d23b5eadf1666512583d5c0a5,"Synthetic: The frames are sequential, but the model is not built with Sequential."
1c14ec010e4ba460f25f6d15cf0424368fb463e09ebf7fd7f579de7b7fdee1e9,d2lce_2485cc2d1b2606bcc62d63c1,d2lce_2485cc2d1b2606bcc62d63c1,ctx_2e8cc79d478165e2fadbde2b,primary;definition;part_of_speech,d2l_convolutional_neural_networks_lenet_b008,d2l_convolutional_neural_networks,sentence_9910a4f411497b56c56be39e,PRIMARY,C4,C1,SAME_SENSE,sigmoid activation function,4872b1efebb1c9366b3a4f543e854e59f78e407db2e5a692c7a1a5b4f45d08c4,d0e79805d572104bac0b69a4186637c229b4c907df185ce4cba8471b645ba47c,"The basic units in each convolutional block
are a convolutional layer, a sigmoid activation function,
and a subsequent average pooling operation."
1c14ec010e4ba460f25f6d15cf0424368fb463e09ebf7fd7f579de7b7fdee1e9,d2lce_2485cc2d1b2606bcc62d63c1,d2lce_2485cc2d1b2606bcc62d63c1,ctx_4049427e7cba44c6a4d86b2f,primary;part_of_speech,d2l_convolutional_modern_alexnet_b033,d2l_convolutional_modern,sentence_8752b7f1572cbe09df1c7178,PRIMARY,C3,C1,SAME_SENSE,sigmoid activation function,64a5c219e2fade5530c56c67e78b799307570029827640d7ec6ebc877356de31,85a9b8bab721691d3ce4bdfb41a3c70425a26ddf2276c1b08f73e83750268b74,"Besides, AlexNet changed the sigmoid activation function to a simpler ReLU activation function."
1c14ec010e4ba460f25f6d15cf0424368fb463e09ebf7fd7f579de7b7fdee1e9,d2lce_2485cc2d1b2606bcc62d63c1,d2lce_2485cc2d1b2606bcc62d63c1,ctx_7440cb039806378db99b4cf3,primary;definition,d2l_convolutional_modern_alexnet_b033,d2l_convolutional_modern,sentence_db1189e5f42172b842d35a3d,PRIMARY,C2,C1,SAME_SENSE,sigmoid activation function,f1c554861f0ae76823c851d6392db304f0be9461209d9bf22462cf388b38acde,61902be3b21d6ec9d113c9ea608f8869e33b436d7e427f1c117eff3ff3e07c60,"This is because, when the output of the sigmoid activation function is very close to 0 or 1, the gradient of these regions is almost 0, so that backpropagation cannot continue to update some of the model parameters."
1c14ec010e4ba460f25f6d15cf0424368fb463e09ebf7fd7f579de7b7fdee1e9,d2lce_2485cc2d1b2606bcc62d63c1,d2lce_2485cc2d1b2606bcc62d63c1,ctx_81a329be9d149269cbb9e238,primary;definition,d2l_natural_language_processing_pretraining_approx_training_b008,d2l_natural_language_processing_pretraining,sentence_9172893ff95325523c1bdbe4,PRIMARY,C1,C1,SAME_SENSE,sigmoid activation function,b3a900c77c87e1536277405e9cff03a8368587686ac939bef199c14d72899ea2,68cad06d41d08c5b835c5557f15f813117d803cef6760e9756aa212597d84ebb,where $\sigma$ uses the definition of the sigmoid activation function:
1c14ec010e4ba460f25f6d15cf0424368fb463e09ebf7fd7f579de7b7fdee1e9,d2lce_2485cc2d1b2606bcc62d63c1,d2lce_2485cc2d1b2606bcc62d63c1,ctx_85f3e69f989b8ba0e6c34543,primary,d2l_convolutional_modern_alexnet_b033,d2l_convolutional_modern,sentence_5739ace66d210a66ae4f3bc2,PRIMARY,C5,C1,SAME_SENSE,sigmoid activation function,844158c3376db1dc464a0fa28fd73f3584cd419bc73b84dac848b937b82ddcdd,9983f9ea83d814af7338ee3a8b3a651770be17e012a2d9064702d56a90fdb1bf,"For example, it does not have the exponentiation operation found in the sigmoid activation function."
1c14ec010e4ba460f25f6d15cf0424368fb463e09ebf7fd7f579de7b7fdee1e9,d2lce_2485cc2d1b2606bcc62d63c1,d2lce_2485cc2d1b2606bcc62d63c1,ctx_a57ada1779c485390423ba15,backup,d2l_convolutional_neural_networks_lenet_b008,d2l_convolutional_neural_networks,sentence_30459325a6bbedbb7af414ec,BACKUP,B1,C1,SAME_SENSE,sigmoid activation function,d002960b0d4c774d03a44613424582af97bdc1b0dcf5a30b725e6ed78a98600f,89d5160c61730a14b7e988420c97cfeec8e8fdb99b1fe0c509eeddcaf772be02,"Each convolutional layer uses a $5\times 5$ kernel
and a sigmoid activation function."
1c14ec010e4ba460f25f6d15cf0424368fb463e09ebf7fd7f579de7b7fdee1e9,d2lce_2485cc2d1b2606bcc62d63c1,d2lce_2485cc2d1b2606bcc62d63c1,ctx_b4869503275a2fafa7ed121c,backup,d2l_recommender_systems_neumf_b010,d2l_recommender_systems,sentence_723b414b17ff6a978252f8eb,BACKUP,B3,C1,SAME_SENSE,sigmoid activation function,ae82ce8f3bb2d8574a10ebb1f6451e9c406e0203831d934af9c617a385636d5d,0e1497de6764ee8b0dea82d4b842ca2d2f837f9bfb10699d9852e70b063ab5a9,"Afterwards, the ouputs are projected with matrix $\mathbf{h}$ and a sigmoid activation function."
1c14ec010e4ba460f25f6d15cf0424368fb463e09ebf7fd7f579de7b7fdee1e9,d2lce_2485cc2d1b2606bcc62d63c1,d2lce_2485cc2d1b2606bcc62d63c1,ctx_fb27ea5cc8cb345d667494e6,backup,d2l_recurrent_modern_gru_b009,d2l_recurrent_modern,sentence_5124ba81bbc32751cf3a0de2,BACKUP,B2,C1,SAME_SENSE,sigmoid activation function,50bb1e197d6c29be52b9b34e8abc9903229c980ea2f6683274c54971784ca96c,2245c91a7ffe4b9ea43290737c039fff9b23df0fed9795690b62c39169b89c21,"The outputs of two gates
are given by two fully-connected layers
with a sigmoid activation function."
1c14ec010e4ba460f25f6d15cf0424368fb463e09ebf7fd7f579de7b7fdee1e9,d2lce_2485cc2d1b2606bcc62d63c1,d2lce_2485cc2d1b2606bcc62d63c1,ctxx_d35dce40a2fd3dd8c0d8f5c4,contrastive,,,,CONTRASTIVE,X1,CONTRASTIVE,CONTRASTIVE,sigmoid activation function,5c596cbbfaf2fe549e7f4da09f5d5a3e303d82b91a46276edf799ceed9d94e85,6cf583dc4047ce0d4e946ea8688bd530dce7bf1eac754e1840a35db787ae7f51,Synthetic: The sigmoid activation function should not be confused with a hard threshold step function.
67c99267e75a708fe3e94026dd180747575e01e8c09aa00f237d1e678236150f,d2lce_00f50f89defd8652bb8c429e,d2lce_00f50f89defd8652bb8c429e,ctx_0c2556749af5509e2a8a0d38,primary;definition;part_of_speech,d2l_convolutional_neural_networks_lenet_b008,d2l_convolutional_neural_networks,sentence_9910a4f411497b56c56be39e,PRIMARY,C2,C1,SAME_SENSE,sigmoid,4872b1efebb1c9366b3a4f543e854e59f78e407db2e5a692c7a1a5b4f45d08c4,c28b4590d320e05369a4a223f9ce5f788e010b9075cdfe78a6dc0adc23e69d87,"The basic units in each convolutional block
are a convolutional layer, a sigmoid activation function,
and a subsequent average pooling operation."
