blind_case_id,term_id,sense_id,context_id,context_role,context_slot,matched_surface_exact,block_id,chapter_id,sentence_id,content_sha256,context_sha256,source_text
blind_4fcd4c797707d1e4d2f4e1f2,d2lce_53c32398310471fac3dacf35,d2lce_53c32398310471fac3dacf35,ctx_6bf5da537a25d356b2e5e0ac,BACKUP,B2,bit,d2l_multilayer_perceptrons_mlp_b025,d2l_multilayer_perceptrons,sentence_a1cb1adeff076c6055791d07,53b60ca284c2ec12461002034ab5fac80309d595b5404a711d7864dbf248261d,6339364eec3594b19a15be0c9627fbf479c89ab09f81644392f0ab1cc931ea11,"You might think of your neural network
as being a bit like the C programming language."
blind_4fcd4c797707d1e4d2f4e1f2,d2lce_53c32398310471fac3dacf35,d2lce_53c32398310471fac3dacf35,ctx_decede697ad47b1366644611,BACKUP,B3,bit,d2l_deep_learning_computation_parameters_b082,d2l_deep_learning_computation,sentence_9dd0cf3c6dd3a3c42043f8b7,8099641428e5c743660c11af0cae70bc0be50f6244f422d78c18b170bb0f17c6,5a0ae09c73bd4607de6b0998aa25efaa9b47e524046ca2c9c40b3ba62dbc305b,"```{.python .input}
#@tab tensorflow
# tf.keras behaves a bit differently."
blind_4fcd4c797707d1e4d2f4e1f2,d2lce_53c32398310471fac3dacf35,d2lce_53c32398310471fac3dacf35,ctx_bc735116b032003b647bf1d5,PRIMARY,C1,bit,d2l_preliminaries_index_b004,d2l_preliminaries,sentence_4a62aed2471a33fbe9effd56,f64296046669180171e64557ea4e4b56430b298a7a2dd14e90a231542944889a,dc303758264ad38596c15d05907f86f684a9157a5c17b8a6ccfd8ec1db233534,"Determining which way to move each parameter at each step of an algorithm
requires a little bit of calculus, which will be briefly introduced."
blind_4fcd4c797707d1e4d2f4e1f2,d2lce_53c32398310471fac3dacf35,d2lce_53c32398310471fac3dacf35,ctx_30cb9519a863d7ebe60dd4e0,PRIMARY,C3,bit,d2l_convolutional_modern_resnet_b002,d2l_convolutional_modern,sentence_7ba14a82f73ae55b00c97352,5d4f933774563d68094d324677d7119fe3d588118c84c2464fc25b2ca408b573,f904a009eb31efa8419da2df6ec391fea1361f7ec08f43da3ba3eab08ed34a4b,To make some progress we need a bit of mathematics.
blind_4fcd4c797707d1e4d2f4e1f2,d2lce_53c32398310471fac3dacf35,d2lce_53c32398310471fac3dacf35,ctx_48fb92c20348628ff3c83349,PRIMARY,C2,bit,d2l_recurrent_neural_networks_bptt_b002,d2l_recurrent_neural_networks,sentence_aae689ac34173ef51565f6f0,bae87c4fecd2ad9eb2f60f39d1543431fbf58fda35c5daba4a1aa9f8614e3817,8ea183eb7b4a29b2a352b9420082aed4c153dd791b3208067d4b62906af97686,"In this section,
we will delve a bit more deeply
into the details of backpropagation for sequence models and why (and how) the mathematics works."
blind_4fcd4c797707d1e4d2f4e1f2,d2lce_53c32398310471fac3dacf35,d2lce_53c32398310471fac3dacf35,ctx_a08fef290a47362d440d8409,PRIMARY,C4,bit,d2l_linear_networks_softmax_regression_b045,d2l_linear_networks,sentence_90891f0ba5affe2b0311ebef,8c1465390c4542ddfa9a3bedc301c9774d967b659d46a49d80cd3021f0aacd53,3e67e7286d0874a58b9bbf0916cee7d7a2abeb1c8fe995dfca0b6505d38fc08e,"Since the softmax and the corresponding loss are so common,
it is worth understanding a bit better how it is computed."
blind_4fcd4c797707d1e4d2f4e1f2,d2lce_53c32398310471fac3dacf35,d2lce_53c32398310471fac3dacf35,ctx_296377e3411a5f06ef38c871,PRIMARY,C5,bit,d2l_convolutional_neural_networks_channels_b017,d2l_convolutional_neural_networks,sentence_89a0270c9ee3bf54bf77cbb6,4e21ccf1075ea50f2ac74b1363de9c3c55c51942cc12ba1322036c7213b11ee6,3cec07d414b8941de50c135462664e371a5af78373d91c4c7d34ea9579a50a6d,Reality is a bit more complicated than the most naive interpretations of this intuition since representations are not learned independent but are rather optimized to be jointly useful.
blind_bc16db5212d403dd658c838a,d2lce_382e4bbab285d56a08249753,d2lce_382e4bbab285d56a08249753,ctx_ad827e72cc1bfa17dfbdadef,BACKUP,B1,contexts,d2l_preliminaries_linear_algebra_b032,d2l_preliminaries,sentence_03c325de561f2d23147eef5b,26db49d4937262ccb4a7c5de0ca6f0f3ae774346be20935e664c869f99c94d2e,e3655aa70d5c43882ff561f13624d7bbc9ca4ab8ad08a8a86640d94feb07e389,"Note that the word ""dimension"" tends to get overloaded
in these contexts and this tends to confuse people."
blind_bc16db5212d403dd658c838a,d2lce_382e4bbab285d56a08249753,d2lce_382e4bbab285d56a08249753,ctx_c40b35f077d50245b79ff9f6,BACKUP,B2,contexts,d2l_preliminaries_linear_algebra_b130,d2l_preliminaries,sentence_19fa4320a76ca1d1339aca89,03d557867ebc6f0ee3bddbb5872ec15f60e0a42aa6c1cfde0bb329d836ab31a8,c4fb05b7191d4ac04613500cbcd609c7ed9a7649eafef8d2dfbad3ff1cb47607,Dot products are useful in a wide range of contexts.
blind_bc16db5212d403dd658c838a,d2lce_382e4bbab285d56a08249753,d2lce_382e4bbab285d56a08249753,ctx_d84189ac843db03cf9cfdc82,BACKUP,B3,contexts,d2l_deep_learning_computation_custom_layer_b040,d2l_deep_learning_computation,sentence_93fac594047cbaee3f1dc965,7dd770ad5453ce1ac8269424de4e6429ebe8ad44af61816e80ebd8d20a0ac972,cf1b16b1063f96c268634172fc9427957aff23865102453fe2242d073d93ccf3,"* Once defined, custom layers can be invoked in arbitrary contexts and architectures."
blind_bc16db5212d403dd658c838a,d2lce_382e4bbab285d56a08249753,d2lce_382e4bbab285d56a08249753,ctx_85c155993547287904ebb77e,PRIMARY,C3,contexts,d2l_introduction_index_b097,d2l_introduction,sentence_71c0a96848c7ea21b9125c22,2e9b4a7a615d7e253b615ab11deb7ef67d15319493a15af68a785f99ba6d8f47,c54b9d4ecd0c16ce749b6af83d1865e673217482f6eee48a7aa293c9c95d86d6,"For text,
we can train models 
to ""fill in the blanks""
by predicting randomly masked words
using their surrounding words (contexts)
in big corpora without any labeling effort :cite:`Devlin.Chang.Lee.ea.2018`!"
blind_bc16db5212d403dd658c838a,d2lce_382e4bbab285d56a08249753,d2lce_382e4bbab285d56a08249753,ctx_938a7ef4c625c0fdaa81a1ed,PRIMARY,C5,contexts,d2l_recurrent_neural_networks_language_models_and_dataset_b018,d2l_recurrent_neural_networks,sentence_130a68b37e8c20f51dd5cef9,225a3a5932475941e125b45b69e93a55dae539720a549f7172a9c3240e7b3d39,59c72ab28dea52ac67030798f0629d4436f48e32bea975889ffae8802dab99be,"It is quite difficult to adjust such models to additional contexts,
whereas, deep learning based language models are well suited to
take this into account."
blind_bc16db5212d403dd658c838a,d2lce_382e4bbab285d56a08249753,d2lce_382e4bbab285d56a08249753,ctx_8d01d5c8ba8b22afa8297f86,PRIMARY,C1,contexts,d2l_recurrent_modern_bi_rnn_b048,d2l_recurrent_modern,sentence_8e4b095f9ea2acb1af669d56,404186637aafc70e5d97989e826aa761e7488952afc8984e81ec520a44a3cdaf,62b215cd953da8042f3c8aa70ce73388883460961ca9bccae8437e9cd05f1096,"For example, the word ""bank"" has different meanings in contexts “i went to the bank to deposit cash” and “i went to the bank to sit down”."
blind_bc16db5212d403dd658c838a,d2lce_382e4bbab285d56a08249753,d2lce_382e4bbab285d56a08249753,ctx_a703c64944c46d8745b2290e,PRIMARY,C4,contexts,d2l_natural_language_processing_pretraining_index_b005,d2l_natural_language_processing_pretraining,sentence_e56343ceb6ad1f1e7d8e0138,b25643d84eee7994102871fcd24fd6b16581217e6804d408cd084a843f8c7eaf,e22cdf1654db38d320d4849474239e6ceb3a985e5b26dac8460125a59a42e3f4,"Thus, many more recent pretraining models adapt representation of the same token
to different contexts."
blind_bc16db5212d403dd658c838a,d2lce_382e4bbab285d56a08249753,d2lce_382e4bbab285d56a08249753,ctx_a1d30a054504f29bcb20b25b,PRIMARY,C2,contexts,d2l_appendix_mathematics_for_deep_learning_geometry_linear_algebraic_ops_b041,d2l_appendix_mathematics_for_deep_learning,sentence_f11e5baf8d21a6b7b707044c,e593eb69dbba25e8376c6b0581fd234bc6742d7d66e3f562993829c907ddeddf,6556b0a350aa8d306694947525b95465b05410cbea7d54eaaa16755aa0ead4b0,"### Cosine Similarity
In ML contexts where the angle is employed
to measure the closeness of two vectors,
practitioners adopt the term *cosine similarity*
to refer to the portion
$$
\cos(\theta) = \frac{\mathbf{v}\cdot\mathbf{w}}{\|\mathbf{v}\|\|\mathbf{w}\|}."
blind_cfdc98a8cc024b287c0d82e3,d2lce_fbe9efe0d390976cb31e5af7,d2lce_fbe9efe0d390976cb31e5af7,ctx_e3686abbec23ffeb19f2dfef,BACKUP,B1,forward,d2l_multilayer_perceptrons_dropout_b013,d2l_multilayer_perceptrons,sentence_fa3308a8e44cabdd2de25110,e4620f19ba23a0e590486902615be3d22d64992491369e1e2326fd41ba074565,cd934c6d08ee116a47f52b9b32e789351380565387606971f0a8b924b7292b55,"Their idea, called *dropout*, involves
injecting noise while computing
each internal layer during forward propagation,
and it has become a standard technique
for training neural networks."
blind_cfdc98a8cc024b287c0d82e3,d2lce_fbe9efe0d390976cb31e5af7,d2lce_fbe9efe0d390976cb31e5af7,ctx_4f8a2ab7305e5e99ddf848a4,PRIMARY,C1,forward,d2l_linear_networks_linear_regression_concise_b059,d2l_linear_networks,sentence_a863389dde3412de453516e8,75614a4580c25abac6709d5b325d9630a32116da1b0ba428abee64a485efd3b7,596386f48b114d8e691c5984e4d641a82b1425059ceb6c4e9c27cf37f7259681,* Generate predictions by calling `net(X)` and calculate the loss `l` (the forward propagation).
blind_cfdc98a8cc024b287c0d82e3,d2lce_fbe9efe0d390976cb31e5af7,d2lce_fbe9efe0d390976cb31e5af7,ctx_18f5c52c0937b1589d8a6782,PRIMARY,C2,forward,d2l_deep_learning_computation_model_construction_b007,d2l_deep_learning_computation,sentence_783e0e05cb7ea9dc5d5706bc,b915f7dbfe87b6724299e02e54b856fd2ab195c86f6e9b4b7e3e80dfbf8fca8d,bf52f9447696b8d8cf2f1c0606b8b34aa48226105850fb85cfb536d9a49b1714,"Any subclass of it must define a forward propagation function
that transforms its input into output
and must store any necessary parameters."
blind_cfdc98a8cc024b287c0d82e3,d2lce_fbe9efe0d390976cb31e5af7,d2lce_fbe9efe0d390976cb31e5af7,ctx_072a83737808daf5abee6df6,PRIMARY,C4,forward,d2l_convolutional_neural_networks_conv_layer_b020,d2l_convolutional_neural_networks,sentence_75e7102bfe2b988c71ff802b,620bbb1a3b75ed0fb56eec85cda880c172d66453075d95c61de4a5f3b50fdd8d,d874b533f827bc8566e3c4cac0161a4555507c5658244c8e9f54e728a4ee3f67,"The forward propagation function
calls the `corr2d` function and adds the bias."
blind_cfdc98a8cc024b287c0d82e3,d2lce_fbe9efe0d390976cb31e5af7,d2lce_fbe9efe0d390976cb31e5af7,ctx_d126e74d5ab3240a96363756,PRIMARY,C3,forward,d2l_recurrent_modern_index_b003,d2l_recurrent_modern,sentence_d63643c53550b531593efcfc,98544559fc06314324f0111157daada7498c8cbebeff9836036c70616cdf765c,876dbc08e651c954de91d49229fbf2954095b3c35c6d78f95a2f97b1477fbd6c,"We will describe deep architectures with
multiple hidden layers,
and discuss the bidirectional design
with both forward and backward recurrent computations."
blind_cfdc98a8cc024b287c0d82e3,d2lce_fbe9efe0d390976cb31e5af7,d2lce_fbe9efe0d390976cb31e5af7,ctx_041277e59fc9e3b32469b673,PRIMARY,C5,forward,d2l_attention_mechanisms_nadaraya_watson_b062,d2l_attention_mechanisms,sentence_00a3b866cc361cdda6d9c5d5,ebf819d66b3846f73cc41b91f40394cebb872ef6b274acf4badc110e589e61ba,7dea4af97920c74ed7d3f045068ac62aebff94594172ee93971bd9e90b89ee7a,"```{.python .input}
class NWKernelRegression(nn.Block):
    def __init__(self, **kwargs):
        super().__init__(**kwargs)
        self.w = self.params.get('w', shape=(1,))

    def forward(self, queries, keys, values):
        # Shape of the output `queries` and `attention_weights`:
        # (no."
blind_85f5e888e35ef792b3780094,d2lce_4abd762bcd34d370b4fe6498,d2lce_4abd762bcd34d370b4fe6498,ctx_2a4b835e03acf05a36784e49,BACKUP,B1,batchnorm,d2l_computer_vision_ssd_b032,d2l_computer_vision,sentence_807f2b5f4d53546ef88545a4,4acc9619e77ac14c457d4f85b81a34c603eaa25995446bbe27457c1a83bd480c,e1c59cfc6bdfeafa6a5e4821a7098bb4f97060c277664c3c6899ac13b814adca,"```{.python .input}
def down_sample_blk(num_channels):
    blk = nn.Sequential()
    for _ in range(2):
        blk.add(nn.Conv2D(num_channels, kernel_size=3, padding=1),
                nn.BatchNorm(in_channels=num_channels),
                nn.Activation('relu'))
    blk.add(nn.MaxPool2D(2))
    return blk
```"
blind_85f5e888e35ef792b3780094,d2lce_4abd762bcd34d370b4fe6498,d2lce_4abd762bcd34d370b4fe6498,ctx_97626c8a07aa5d9bfd5cd128,BACKUP,B2,batchnorm,d2l_computational_performance_multiple_gpus_concise_b007,d2l_computational_performance,sentence_0546ad47666330d1edd4c5aa,1caf663e80ad05b6a79972e9f98c5c1d6826cce45932cf8d73130a2713a7f1ef,6a923d2f055f5ad0039835a600926fc75b1b41aaeed5231b7269c6a7384c95bc,"```{.python .input}
#@save
def resnet18(num_classes):
    """"""A slightly modified ResNet-18 model.""""""
    def resnet_block(num_channels, num_residuals, first_block=False):
        blk = nn.Sequential()
        for i in range(num_residuals):
            if i == 0 and not first_block:
                blk.add(d2l.Residual(
                    num_channels, use_1x1conv=True, strides=2))
            else:
                blk.add(d2l.Residual(num_channels))
        return blk

    net = nn.Sequential()
    # This model uses a smaller convolution kernel, stride, and padding and
    # removes the maximum pooling layer
    net.add(nn.Conv2D(64, kernel_size=3, strides=1, padding=1),
            nn.BatchNorm(), nn.Activation('relu'))
    net.add(resnet_block(64, 2, first_block=True),
            resnet_block(128, 2),
            resnet_block(256, 2),
            resnet_block(512, 2))
    net.add(nn.GlobalAvgPool2D(), nn.Dense(num_classes))
    return net
```"
blind_85f5e888e35ef792b3780094,d2lce_4abd762bcd34d370b4fe6498,d2lce_4abd762bcd34d370b4fe6498,ctx_a112ae80926b023797d45e91,BACKUP,B3,batchnorm,d2l_generative_adversarial_networks_dcgan_b022,d2l_generative_adversarial_networks,sentence_d6748db1ede7f499b6f6de08,62c4a1a077bdd330e04cfb93c3ecbb4b6c87c486fb43121c45a276f41bea53eb,29ada0b205afd1283a08de4fe23a7ad7f1d9b9d4a82bac27a1d25488b5014cd5,"```{.python .input}
class G_block(nn.Block):
    def __init__(self, channels, kernel_size=4,
                 strides=2, padding=1, **kwargs):
        super(G_block, self).__init__(**kwargs)
        self.conv2d_trans = nn.Conv2DTranspose(
            channels, kernel_size, strides, padding, use_bias=False)
        self.batch_norm = nn.BatchNorm()
        self.activation = nn.Activation('relu')

    def forward(self, X):
        return self.activation(self.batch_norm(self.conv2d_trans(X)))
```"
blind_85f5e888e35ef792b3780094,d2lce_4abd762bcd34d370b4fe6498,d2lce_4abd762bcd34d370b4fe6498,ctx_8f8f50278fcee237079dc232,PRIMARY,C1,batchnorm,d2l_convolutional_modern_batch_norm_b036,d2l_convolutional_modern,sentence_1fa96965f35b89f840155d8d,54b800409b6fa73e9798e375441c62f9ccba45630cedced70409a6a5dd839fd0,f5de4a017b5f777064a003df2e16935426ee9aa0d3686143e7f9d40020fd4eec,"We can now [**create a proper `BatchNorm` layer.**]
Our layer will maintain proper parameters
for scale `gamma` and shift `beta`,
both of which will be updated in the course of training."
blind_85f5e888e35ef792b3780094,d2lce_4abd762bcd34d370b4fe6498,d2lce_4abd762bcd34d370b4fe6498,ctx_2bba7bfd16dd89a39a9179f1,PRIMARY,C3,batchnorm,d2l_attention_mechanisms_transformer_b025,d2l_attention_mechanisms,sentence_abda4fb08ad484f9abe2d599,323ac492e17ba9ea8c45e44ab586c02222ef6a171d309402f77e5db4dbc559d6,24d23e5c86835d2936aa96c5e7f32ab740d9539b4a6e73b6b8d51dc1518a59bf,"```{.python .input}
ln = nn.LayerNorm()
ln.initialize()
bn = nn.BatchNorm()
bn.initialize()
X = d2l.tensor([[1, 2], [2, 3]])
# Compute mean and variance from `X` in the training mode
with autograd.record():
    print('layer norm:', ln(X), '\nbatch norm:', bn(X))
```"
blind_85f5e888e35ef792b3780094,d2lce_4abd762bcd34d370b4fe6498,d2lce_4abd762bcd34d370b4fe6498,ctx_cc13b838430cc6b65f7256c9,PRIMARY,C2,batchnorm,d2l_convolutional_modern_batch_norm_b040,d2l_convolutional_modern,sentence_4cb7687731bad544e6b0d420,e1773aa79e5af5c3d2cfc320c7c866c0e428908ebb7c33203f5bd331329a8f08,13171de3623c4ea6f301aecdc1166b6ded4d2c268c8ed686f7dcd28d54abd10c,"```{.python .input}
#@tab tensorflow
class BatchNorm(tf.keras.layers.Layer):
    def __init__(self, **kwargs):
        super(BatchNorm, self).__init__(**kwargs)

    def build(self, input_shape):
        weight_shape = [input_shape[-1], ]
        # The scale parameter and the shift parameter (model parameters) are
        # initialized to 1 and 0, respectively
        self.gamma = self.add_weight(name='gamma', shape=weight_shape,
            initializer=tf.initializers.ones, trainable=True)
        self.beta = self.add_weight(name='beta', shape=weight_shape,
            initializer=tf.initializers.zeros, trainable=True)
        # The variables that are not model parameters are initialized to 0
        self.moving_mean = self.add_weight(name='moving_mean',
            shape=weight_shape, initializer=tf.initializers.zeros,
            trainable=False)
        self.moving_variance = self.add_weight(name='moving_variance',
            shape=weight_shape, initializer=tf.initializers.ones,
            trainable=False)
        super(BatchNorm, self).build(input_shape)

    def assign_moving_average(self, variable, value):
        momentum = 0.9
        delta = variable * momentum + value * (1 - momentum)
        return variable.assign(delta)

    @tf.function
    def call(self, inputs, training):
        if training:
            axes = list(range(len(inputs.shape) - 1))
            batch_mean = tf.reduce_mean(inputs, axes, keepdims=True)
            batch_variance = tf.reduce_mean(tf.math.squared_difference(
                inputs, tf.stop_gradient(batch_mean)), axes, keepdims=True)
            batch_mean = tf.squeeze(batch_mean, axes)
            batch_variance = tf.squeeze(batch_variance, axes)
            mean_update = self.assign_moving_average(
                self.moving_mean, batch_mean)
            variance_update = self.assign_moving_average(
                self.moving_variance, batch_variance)
            self.add_update(mean_update)
            self.add_update(variance_update)
            mean, variance = batch_mean, batch_variance
        else:
            mean, variance = self.moving_mean, self.moving_variance
        output = batch_norm(inputs, moving_mean=mean, moving_var=variance,
            beta=self.beta, gamma=self.gamma, eps=1e-5)
        return output
```"
blind_85f5e888e35ef792b3780094,d2lce_4abd762bcd34d370b4fe6498,d2lce_4abd762bcd34d370b4fe6498,ctx_5799f6d95cc38b1ae654394a,PRIMARY,C4,batchnorm,d2l_convolutional_modern_batch_norm_b038,d2l_convolutional_modern,sentence_3f14a3f9e581a077bc6c7494,31ed74ab78f99ca6ae29eb091ac0fa086f71bc77425843c6bb828b9b84e7ae0e,dec09487513b445ffcff92b12b962c6ac8ea4e1c0374b614762fe129af9c24d0,"```{.python .input}
class BatchNorm(nn.Block):
    # `num_features`: the number of outputs for a fully-connected layer
    # or the number of output channels for a convolutional layer."
blind_85f5e888e35ef792b3780094,d2lce_4abd762bcd34d370b4fe6498,d2lce_4abd762bcd34d370b4fe6498,ctx_a70b42d220709405815636f8,PRIMARY,C5,batchnorm,d2l_convolutional_modern_batch_norm_b039,d2l_convolutional_modern,sentence_f93e61997ff95f848668d9e8,af1bab5fd0ea15c6ba743ee7ddf406bce845b5e87c848fa42f6a8e8aaaffc7cb,610c1fbcdb6d37037139f424220e2e11011eaa4b0342e88691c43a97bd61f9ad,"```{.python .input}
#@tab pytorch
class BatchNorm(nn.Module):
    # `num_features`: the number of outputs for a fully-connected layer
    # or the number of output channels for a convolutional layer."
blind_fa84d2b6838aa92c632c1254,d2lce_73c8ce2915c4c64a52fab4a2,d2lce_73c8ce2915c4c64a52fab4a2,ctx_2cc55c7c27ecd856fe623eec,BACKUP,B1,generator,d2l_generative_adversarial_networks_gan_b005,d2l_generative_adversarial_networks,sentence_4dd57ac80e5036eb182ea463,4420e088ff6dfc098dcaeab5c04ef4d4efd78c4ee40f8717da35bb2a515fad2e,848a8fec59ee7db652ff77f45f55feefedf0ad376cc9e85f3eef733682921394,This allows us to improve the data generator until it generates something that resembles the real data.
blind_fa84d2b6838aa92c632c1254,d2lce_73c8ce2915c4c64a52fab4a2,d2lce_73c8ce2915c4c64a52fab4a2,ctx_ce5770ebbcecab9cd14b31d1,PRIMARY,C1,generator,d2l_generative_adversarial_networks_gan_b005,d2l_generative_adversarial_networks,sentence_dddfdcc606098836390e143f,b357b9f9b72bce2a3b7fb7fbe63e93bbf96adcd41cf1c589df53c3da1ec09137,43e472f010a5c63fca8544e0476b9efcecd17e67f3bd0b9e13a933d5e851d07b,"At their heart, GANs rely on the idea that a data generator is good if we cannot tell fake data apart from real data."
blind_fa84d2b6838aa92c632c1254,d2lce_73c8ce2915c4c64a52fab4a2,d2lce_73c8ce2915c4c64a52fab4a2,ctx_111ebd3664347c4b99a35b2e,PRIMARY,C2,generator,d2l_generative_adversarial_networks_gan_b007,d2l_generative_adversarial_networks,sentence_ef0c432371de43008c187951,366dcf4bec1d94f19680237085f37e6cf925cf5f073e6130ffff8075ddea5c18,9d62424fd49bddc5322ca97fef4b11c45cd0acc5699bb6385bf22f8f2679502c,We call this the generator network.
blind_fa84d2b6838aa92c632c1254,d2lce_73c8ce2915c4c64a52fab4a2,d2lce_73c8ce2915c4c64a52fab4a2,ctx_545710fbceae0d3428fd3a00,PRIMARY,C5,generator,d2l_generative_adversarial_networks_gan_b008,d2l_generative_adversarial_networks,sentence_acdc94766cb933ef5156bc2f,cbd65d93d67c8ad4b49928f1487efe286af2001057a3f5abcbe37e96f145c575,74b274a1bdfc0756274f53f2b5da7768668502dbd52ae92f3249fe19f74a8a8b,The discriminator is a binary classifier to distinguish if the input $x$ is real (from real data) or fake (from the generator).
blind_fa84d2b6838aa92c632c1254,d2lce_73c8ce2915c4c64a52fab4a2,d2lce_73c8ce2915c4c64a52fab4a2,ctx_33e923407e067945b2c17e33,PRIMARY,C4,generator,d2l_generative_adversarial_networks_gan_b007,d2l_generative_adversarial_networks,sentence_e2ab610a2bfaf42a279db17f,598a9fecaf2409502d7261f2568078bd16a6d902dd4d8ae7312402776f19bdd9,eeea61c72e6f16ae8b7c32747c8085a8ea6ba1e06d0414b4daa809f49b4a8d8e,The generator network attempts to fool the discriminator network.
blind_fa84d2b6838aa92c632c1254,d2lce_73c8ce2915c4c64a52fab4a2,d2lce_73c8ce2915c4c64a52fab4a2,ctx_2aca2894517926700f9e34d1,PRIMARY,C3,generator,d2l_generative_adversarial_networks_gan_b007,d2l_generative_adversarial_networks,sentence_56b42587f984dab5f63f8fb2,7c3e96597e2b4681d57b70c8f2b1b30b706f5c37b1a1be1f494210a1943f2d82,76d0f7e008f69448b14d1ec63e723b808da87cff44300bf6f5f2aaa9b0d83822,"This information, in turn is used to improve the generator network, and so on."
blind_52b4b9b4b5d966891790f603,d2lce_c6c1c6e96c39b88a9f94e8d9,d2lce_c6c1c6e96c39b88a9f94e8d9,ctx_a7c81a70b68bbf602ecfbeab,BACKUP,B1,input gate,d2l_recurrent_modern_lstm_b018,d2l_recurrent_modern,sentence_5eee1983829a0a9512ac9b20,b6c117b8b37e9b704e6fbc4f4b730b800b7f0673a3041b285c24e89abc732c85,24fd43c2522e165017e876160b9e73b881a395befb959f7efcee9523622e1157,"Similarly,
in LSTMs we have two dedicated gates for such purposes: the input gate $\mathbf{I}_t$ governs how much we take new data into account via $\tilde{\mathbf{C}}_t$ and the forget gate $\mathbf{F}_t$ addresses how much of the old memory cell content $\mathbf{C}_{t-1} \in \mathbb{R}^{n \times h}$ we retain."
blind_52b4b9b4b5d966891790f603,d2lce_c6c1c6e96c39b88a9f94e8d9,d2lce_c6c1c6e96c39b88a9f94e8d9,ctx_b2ecc4429423fc36a19369d3,BACKUP,B2,input gate,d2l_recurrent_modern_lstm_b037,d2l_recurrent_modern,sentence_82a449631f50a21335913618,f87dae16c4798192b496b3fc0c93b3e30bc95a6ff23a95a4bd14cff3c0fa96e4,32f1aaefe0f456d8a2c122d9a3946300e9da695e81c5cf287cdbf7293d8b36bd,"```{.python .input}
def get_lstm_params(vocab_size, num_hiddens, device):
    num_inputs = num_outputs = vocab_size

    def normal(shape):
        return np.random.normal(scale=0.01, size=shape, ctx=device)

    def three():
        return (normal((num_inputs, num_hiddens)),
                normal((num_hiddens, num_hiddens)),
                np.zeros(num_hiddens, ctx=device))

    W_xi, W_hi, b_i = three()  # Input gate parameters
    W_xf, W_hf, b_f = three()  # Forget gate parameters
    W_xo, W_ho, b_o = three()  # Output gate parameters
    W_xc, W_hc, b_c = three()  # Candidate memory cell parameters
    # Output layer parameters
    W_hq = normal((num_hiddens, num_outputs))
    b_q = np.zeros(num_outputs, ctx=device)
    # Attach gradients
    params = [W_xi, W_hi, b_i, W_xf, W_hf, b_f, W_xo, W_ho, b_o, W_xc, W_hc,
              b_c, W_hq, b_q]
    for param in params:
        param.attach_grad()
    return params
```"
blind_52b4b9b4b5d966891790f603,d2lce_c6c1c6e96c39b88a9f94e8d9,d2lce_c6c1c6e96c39b88a9f94e8d9,ctx_d97ae77a3b700998ac63cadd,BACKUP,B3,input gate,d2l_recurrent_modern_lstm_b038,d2l_recurrent_modern,sentence_95d3eecd0e190204ceeb33f8,3a89755d01def81dfe93e85ab32c15756b167fd48c53ebe335576641d3674de9,e318cbf19e59e1c93722717020704103d0f43a3592699cb83be196a0a9d0fdff,"```{.python .input}
#@tab pytorch
def get_lstm_params(vocab_size, num_hiddens, device):
    num_inputs = num_outputs = vocab_size

    def normal(shape):
        return torch.randn(size=shape, device=device)*0.01

    def three():
        return (normal((num_inputs, num_hiddens)),
                normal((num_hiddens, num_hiddens)),
                d2l.zeros(num_hiddens, device=device))

    W_xi, W_hi, b_i = three()  # Input gate parameters
    W_xf, W_hf, b_f = three()  # Forget gate parameters
    W_xo, W_ho, b_o = three()  # Output gate parameters
    W_xc, W_hc, b_c = three()  # Candidate memory cell parameters
    # Output layer parameters
    W_hq = normal((num_hiddens, num_outputs))
    b_q = d2l.zeros(num_outputs, device=device)
    # Attach gradients
    params = [W_xi, W_hi, b_i, W_xf, W_hf, b_f, W_xo, W_ho, b_o, W_xc, W_hc,
              b_c, W_hq, b_q]
    for param in params:
        param.requires_grad_(True)
    return params
```"
blind_52b4b9b4b5d966891790f603,d2lce_c6c1c6e96c39b88a9f94e8d9,d2lce_c6c1c6e96c39b88a9f94e8d9,ctx_ef08148c1866b77ae7d4ed7f,PRIMARY,C1,input gate,d2l_recurrent_modern_lstm_b004,d2l_recurrent_modern,sentence_5c55018b2481b5ab6faeb4f1,5c1f9bb4f29285dd86b408780f367e05e57b35c26a2ffadd7a291b8878796160,5d9a5991940951c74d1ff4a4ea2994880adc6628ae7b3ae3a80b4ae8c11c4b08,We refer to this as the *input gate*.
blind_52b4b9b4b5d966891790f603,d2lce_c6c1c6e96c39b88a9f94e8d9,d2lce_c6c1c6e96c39b88a9f94e8d9,ctx_55d21390aec0ff7a7336858a,PRIMARY,C2,input gate,d2l_recurrent_modern_lstm_b008,d2l_recurrent_modern,sentence_fcdc03178a1ddc209508d444,90b884665dd6ee49dfa5fee913f093b60d52f116cc3d78195ba9b97803f2cebb,4407b53e429c89391b96b06825ba6a02c2c0ba80b9f52e05812ae2fa01805d90,"Correspondingly, the gates at time step $t$
are defined as follows: the input gate is $\mathbf{I}_t \in \mathbb{R}^{n \times h}$, the forget gate is $\mathbf{F}_t \in \mathbb{R}^{n \times h}$, and the output gate is $\mathbf{O}_t \in \mathbb{R}^{n \times h}$."
