context_id,document_id,chapter_id,block_id,sentence_id,source_text,source_start_offset,source_end_offset,term_start_offset,term_end_offset,source_hash,origin,extraction_method,context_role,context_type,sense_id,scope_id,audit_status,audit_reason,eligible_for_c_primary_support,eligible_for_c_support,parent_record_id,parent_record_sha256,transformation_id,transformation_version
ctx_4c085656a072de8155bf3deb,document,d2l_introduction,d2l_introduction_index_b097,sentence_2031a184e54d3aa2d751a335,"In these two examples of self-supervised learning,
training models to predict
possible words and relative positions
are both classification tasks
(from supervised learning).",548,721,106,115,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,UNSELECTED,NONE,d2lce_06b54fbb7406aced0daac405,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,False,ctx_4c085656a072de8155bf3deb,4703b37753b864a1f36724bc451535af079e6ac75fa1e263262c09fc5c5df1bc,d2l_methodology_corpus_origin_audit,1.0.0
ctx_4c0db4110edeb70b3ce069e5,document,d2l_optimization,d2l_optimization_lr_scheduler_b018,sentence_60d89ac43b91ef947d7cfd26,"```{.python .input}
#@tab tensorflow
lr = 0.1
dummy_model = tf.keras.models.Sequential([tf.keras.layers.Dense(10)])
dummy_model.compile(tf.keras.optimizers.SGD(learning_rate=lr), loss='mse')
print(f'learning rate is now ,', dummy_model.optimizer.lr.numpy())
```",0,261,185,188,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,UNSELECTED,NONE,d2lce_ceb82e896665f8c0cd942ed6,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,False,ctx_4c0db4110edeb70b3ce069e5,c09b4b78ad1ec33ed157b672fd3e4f89ada56a7fa9d3c50f2629825306b51e9c,d2l_methodology_corpus_origin_audit,1.0.0
ctx_4ce0dadb094ebab58d15ccc9,document,d2l_preliminaries,d2l_preliminaries_lookup_api_b021,sentence_6e1771a9fc212a1043024246,"* We can look up documentation for the usage of an API by calling the `dir` and `help` functions, or `?` and `??` in Jupyter notebooks.",101,236,117,134,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,BACKUP,C4,d2lce_1a91fdded89249a5cd89ec14,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,True,ctx_4ce0dadb094ebab58d15ccc9,e2238764dcdab4c70a30470b812896244eefc115f7011b8e0c2f59b258053578,d2l_methodology_corpus_origin_audit,1.0.0
ctx_4cfe5e8d436f58421a53ed72,document,d2l_convolutional_modern,d2l_convolutional_modern_batch_norm_b011,sentence_19533f704e6a188cae54194b,"$$\mathrm{BN}(\mathbf{x}) = \boldsymbol{\gamma} \odot \frac{\mathbf{x} - \hat{\boldsymbol{\mu}}_\mathcal{B}}{\hat{\boldsymbol{\sigma}}_\mathcal{B}} + \boldsymbol{\beta}.$$
:eqlabel:`eq_batchnorm`",0,195,163,167,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_20a7e6887718c68fb6b88a05,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_4cfe5e8d436f58421a53ed72,c81f0afeba0ed9fac67f409c235b7fb7552f82c69458290d9ad250c3de99c303,d2l_methodology_corpus_origin_audit,1.0.0
ctx_4d3789e25e89cb28e438e10a,document,d2l_recurrent_neural_networks,d2l_recurrent_neural_networks_rnn_scratch_b051,sentence_baee9f2a5a62fac1ea3e1917,"For example,
with $\eta > 0$ as the learning rate,
in one iteration we update
$\mathbf{x}$
as $\mathbf{x} - \eta \mathbf{g}$.",212,337,36,49,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C2,d2lce_cc4cb853eff638abcbdf7691,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_4d3789e25e89cb28e438e10a,bb630124a10cff51f6c2e5af6f1a1d483fa19c53eace910eff057abf6cb19b3a,d2l_methodology_corpus_origin_audit,1.0.0
ctx_4d511a9e270716621c12b480,document,d2l_deep_learning_computation,d2l_deep_learning_computation_deferred_init_b003,sentence_669fc705ed1d247da76a2a0f,"* We defined the network architectures
  without specifying the input dimensionality.",0,85,70,84,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_f3dedf5fcd54a46940474022,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_4d511a9e270716621c12b480,4844a8ecc638d7a8d2e8c93562a1faa4e7178408d6678307cb624a6458c2b283,d2l_methodology_corpus_origin_audit,1.0.0
ctx_4da4c97d28bf6a81e6e7e0fb,document,d2l_natural_language_processing_applications,d2l_natural_language_processing_applications_sentiment_analysis_rnn_b002,sentence_3ce3d6cd6b4c18005972700a,"As a specific example
illustrated in :numref:`fig_nlp-map-sa-rnn`,
we will represent each token
using the pretrained GloVe model,
and feed these token representations
into a multilayer bidirectional RNN
to obtain the text sequence representation,
which will
be transformed into 
sentiment analysis outputs :cite:`Maas.Daly.Pham.ea.2011`.",287,624,185,202,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_80f4d6555a6ea1d2e5e881a1,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_4da4c97d28bf6a81e6e7e0fb,f9518512b885d38e8abaf9af3ec16f235503f6d1c87b3beda209f47b956535a6,d2l_methodology_corpus_origin_audit,1.0.0
ctx_4dd93f52590658e6a0b3f22f,document,d2l_preliminaries,d2l_preliminaries_probability_b051,sentence_238b0f2daad1cbbabb745ada,"By symmetry, this also holds for $P(A, B) = P(A \mid B) P(B)$.",252,314,3,11,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,BACKUP,C1,d2lce_00c0e4f7d0d5537d738af8a7,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,True,ctx_4dd93f52590658e6a0b3f22f,06f69dfddb3e5694d0de24980a217ab9cf3e5dbb8328929271aa18f3aaecc96f,d2l_methodology_corpus_origin_audit,1.0.0
ctx_4f1b397454dc88cdcdbef294,document,d2l_multilayer_perceptrons,d2l_multilayer_perceptrons_underfit_overfit_b043,sentence_ecbd84e54f9e3f974b389cd7,"This is just a linear regression problem
where our features are given by the powers of $x$,
the model's weights are given by $w_i$,
and the bias is given by $w_0$ since $x^0 = 1$ for all $x$.",28,219,15,32,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_d8d3db5e12791f4de99286be,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_4f1b397454dc88cdcdbef294,26575159dc336a93c4a5d4b9d528646c46805ffabd8300b0aeaf765a9a364338,d2l_methodology_corpus_origin_audit,1.0.0
ctx_4f3feaf3fe5fc9145ebc21e9,document,d2l_linear_networks,d2l_linear_networks_softmax_regression_b010,sentence_3e2dceee6e0300a05d1b6868,But general classification problems do not come with natural orderings among the classes.,0,89,12,35,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_7070b47672fcb2311c0527b6,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_4f3feaf3fe5fc9145ebc21e9,f58e7d84fd7e6fb81178640c48e8bbb4f0c5ec0a7ffff12d4d84fe6ea24c79a1,d2l_methodology_corpus_origin_audit,1.0.0
ctx_4f8a2ab7305e5e99ddf848a4,document,d2l_linear_networks,d2l_linear_networks_linear_regression_concise_b059,sentence_a863389dde3412de453516e8,* Generate predictions by calling `net(X)` and calculate the loss `l` (the forward propagation).,0,96,75,82,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_fbe9efe0d390976cb31e5af7,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_4f8a2ab7305e5e99ddf848a4,596386f48b114d8e691c5984e4d641a82b1425059ceb6c4e9c27cf37f7259681,d2l_methodology_corpus_origin_audit,1.0.0
ctx_500ae062c5d8dcb9953ef236,document,d2l_convolutional_modern,d2l_convolutional_modern_batch_norm_b033,sentence_54c8e3411a2c75de2e852488,"```{.python .input}
from d2l import mxnet as d2l
from mxnet import autograd, np, npx, init
from mxnet.gluon import nn
npx.set_np()

def batch_norm(X, gamma, beta, moving_mean, moving_var, eps, momentum):
    # Use `autograd` to determine whether the current mode is training mode or
    # prediction mode
    if not autograd.is_training():
        # If it is prediction mode, directly use the mean and variance
        # obtained by moving average
        X_hat = (X - moving_mean) / np.sqrt(moving_var + eps)
    else:
        assert len(X.shape) in (2, 4)
        if len(X.shape) == 2:
            # When using a fully-connected layer, calculate the mean and
            # variance on the feature dimension
            mean = X.mean(axis=0)
            var = ((X - mean) ** 2).mean(axis=0)
        else:
            # When using a two-dimensional convolutional layer, calculate the
            # mean and variance on the channel dimension (axis=1).",0,950,193,201,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C2,d2lce_addfcc9899bef06c500b6b0e,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_500ae062c5d8dcb9953ef236,2a5de649f0dbc0fc3cdb74d75505f4f1cd2e9713189d3e943f673277d72acf99,d2l_methodology_corpus_origin_audit,1.0.0
ctx_500e392a6212984ed97679b6,document,d2l_natural_language_processing_pretraining,d2l_natural_language_processing_pretraining_word2vec_b035,sentence_18d32bd5e9e5e76b2e7a59e4,"Since there are multiple context words
in the continuous bag of words model,
these context word vectors are averaged
in the calculation of the conditional probability.",0,167,46,69,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C2,d2lce_dc193feb1eeef3a1349d9b74,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_500e392a6212984ed97679b6,d9e5f7251ef6428f91f2a86518d193388d171e226ba277bd4b26f9a7f6177fc3,d2l_methodology_corpus_origin_audit,1.0.0
ctx_504a913a4f4a11022e5c30ad,document,d2l_recurrent_neural_networks,d2l_recurrent_neural_networks_index_b006,sentence_07639ea5ec3189d490e42534,"Next, we discuss basic concepts of a language model and use this discussion as the inspiration for the design of RNNs.",239,357,37,51,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_a7105fea7b2b3447548b6d7a,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_504a913a4f4a11022e5c30ad,757731c8793e40323a4d6c9bf50cb590e1fd78c2a88e2ab0f87a6aa12f7563c4,d2l_methodology_corpus_origin_audit,1.0.0
ctx_5091b8db5e4618b9d88151b8,document,d2l_computer_vision,d2l_computer_vision_rcnn_b018,sentence_afb820984d1d4ca46cf6afcb,Below we demonstrate the computation of the region of interest pooling layer.,0,77,44,76,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,BACKUP,C2,d2lce_88251c1ff8b5d3756955ca7b,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,True,ctx_5091b8db5e4618b9d88151b8,fc59feaafff329e96379b71cd86e20ba16759966f9f4dea89470f62271c601b7,d2l_methodology_corpus_origin_audit,1.0.0
ctx_50b02cc418dce008fb37b2ea,document,d2l_linear_networks,d2l_linear_networks_image_classification_dataset_b015,sentence_780ae211bf62df9f14ff8a9b,"Note that the dataset consists of grayscale images, whose number of channels is 1.",61,143,68,76,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_270e1a75bb70807d9c2dd507,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_50b02cc418dce008fb37b2ea,85604937309ed0d987b5523bdc4fc674e83344828af6b53bb1f855ab35c1bb3d,d2l_methodology_corpus_origin_audit,1.0.0
ctx_510e5b25c036f0aedb8ecff2,document,d2l_recurrent_modern,d2l_recurrent_modern_deep_rnn_b030,sentence_513ace3b87a5c457bb97ba12,"Overall, deep RNNs require considerable amount of work (such as learning rate and clipping) to ensure proper convergence.",379,500,64,77,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_cc4cb853eff638abcbdf7691,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_510e5b25c036f0aedb8ecff2,7c7b3f15df09644c1a07b287c128384997b4d76fab25e4da0ee19359b823f311,d2l_methodology_corpus_origin_audit,1.0.0
ctx_5116b5fdf318003ffedaf8df,document,d2l_attention_mechanisms,d2l_attention_mechanisms_attention_cues_b014,sentence_0725c06088467dd92ba6e1cc,"Given any query,
attention mechanisms
bias selection over sensory inputs (e.g., intermediate feature representations)
via *attention pooling*.",223,365,58,72,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C2,d2lce_bc240ce7b3e0abeb18f82a6b,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_5116b5fdf318003ffedaf8df,37ae0e32d378c198a8c60a1d897abd789b4886b87b98e33b352cc7b079a9559b,d2l_methodology_corpus_origin_audit,1.0.0
ctx_51424ecedde5d77018ac09c3,document,d2l_natural_language_processing_pretraining,d2l_natural_language_processing_pretraining_subword_embedding_b011,sentence_5b313e556b6fc66d35777555,"Starting from symbols of length 1,
byte pair encoding iteratively merges the most frequent pair of consecutive symbols to produce new longer symbols.",169,318,14,21,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,BACKUP,C2,d2lce_6f20c5222ebea4830603817b,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,True,ctx_51424ecedde5d77018ac09c3,954663c54d8bbb0ba57cb98b3459584fb9ebf0a93a8ad89cfa877efd44ff723f,d2l_methodology_corpus_origin_audit,1.0.0
ctx_516a4df8d34c7a0c4415302b,document,d2l_convolutional_neural_networks,d2l_convolutional_neural_networks_why_conv_b041,sentence_57f2398d4946c29ecd8c3a58,"Being more general,
:eqref:`eq_conv-layer-channels` is
the definition of a convolutional layer for multiple channels, where $\mathsf{V}$ is a kernel or filter of the layer.",186,358,99,116,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_ccf7d0a5109d86ee76a75b9c,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_516a4df8d34c7a0c4415302b,8be839e0754c6883185b3e3003b93d3afe2b65cca833283011d15848ac694f3e,d2l_methodology_corpus_origin_audit,1.0.0
ctx_51719f5f7eab3e50160fe2f8,document,d2l_convolutional_modern,d2l_convolutional_modern_batch_norm_b061,sentence_e14c74d68cba067bcbd34b4d,"Even with dropout and weight decay,
they remain so flexible that their ability to generalize to unseen data
cannot be explained via conventional learning-theoretic generalization guarantees.",376,566,164,178,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C3,d2lce_22496a6fabe26e046ad5d5ac,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_51719f5f7eab3e50160fe2f8,fff3989f3a421dfcef5fe56d8dcdb1745535840ad80eb95c97b6a52f4dac20a5,d2l_methodology_corpus_origin_audit,1.0.0
ctx_5178997f9928de9b50c9dd24,document,d2l_multilayer_perceptrons,d2l_multilayer_perceptrons_environment_b063,sentence_22b1a92cae030a06504187d4,"Assume that we are dealing with a
classification task with $k$ categories.",0,74,34,53,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_d89e6e83e5f07d1fcb18c6aa,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_5178997f9928de9b50c9dd24,afc8f612f763cb9123e2ae07854fc43268e740ec6009a4a4d2447a03d5350245,d2l_methodology_corpus_origin_audit,1.0.0
ctx_51976c239578153593bf6e10,document,d2l_recommender_systems,d2l_recommender_systems_mf_b009,sentence_d8950c623215eaf562a15e68,"Then, we train the matrix factorization model by minimizing the mean squared error between predicted rating scores and real rating scores.",0,138,64,82,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,BACKUP,C1,d2lce_49603071e9c21eb4bcbdf1e7,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,True,ctx_51976c239578153593bf6e10,a8e2617f950d22adc7b0ea60e035bb9a9229b47c19d5f5f58e475ef5bce675f4,d2l_methodology_corpus_origin_audit,1.0.0
ctx_51a667c40e6f2983a4ba8c80,document,d2l_deep_learning_computation,d2l_deep_learning_computation_custom_layer_b021,sentence_3260ee9661797a220ec228c8,"This way, among other benefits, we will not need to write
custom serialization routines for every custom layer.",338,449,98,110,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_4d2b37402e25d2f56746ea23,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_51a667c40e6f2983a4ba8c80,dec23f52b2012b93753e4a369cb9d4a6272e2508bb3f3ad357db2600827a4e01,d2l_methodology_corpus_origin_audit,1.0.0
ctx_51b702393d86c10055ec9803,document,d2l_optimization,d2l_optimization_adadelta_b016,sentence_9eaa140ea6d20e4bdcff1b07,"```{.python .input}
%matplotlib inline
from d2l import mxnet as d2l
from mxnet import np, npx
npx.set_np()

def init_adadelta_states(feature_dim):
    s_w, s_b = d2l.zeros((feature_dim, 1)), d2l.zeros(1)
    delta_w, delta_b = d2l.zeros((feature_dim, 1)), d2l.zeros(1)
    return ((s_w, delta_w), (s_b, delta_b))

def adadelta(params, states, hyperparams):
    rho, eps = hyperparams['rho'], 1e-5
    for p, (s, delta) in zip(params, states):
        # In-place updates via [:]
        s[:] = rho * s + (1 - rho) * np.square(p.grad)
        g = (np.sqrt(delta + eps) / np.sqrt(s + eps)) * p.grad
        p[:] -= g
        delta[:] = rho * delta + (1 - rho) * g * g
```",0,668,453,461,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_2684090fd4500122fec2a334,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_51b702393d86c10055ec9803,e4a4c923187d41bdf2a4fee8fd81c08e83dd3e9e518dd701cc89ebadfd801c48,d2l_methodology_corpus_origin_audit,1.0.0
ctx_5238e6e3413873833910fa5d,document,d2l_attention_mechanisms,d2l_attention_mechanisms_bahdanau_attention_b033,sentence_5be9b39b07e5e2f14217b863,"```{.python .input}
# Plus one to include the end-of-sequence token
d2l.show_heatmaps(
    attention_weights[:, :, :, :len(engs[-1].split()) + 1],
    xlabel='Key positions', ylabel='Query positions')
```",0,204,163,172,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_06b54fbb7406aced0daac405,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_5238e6e3413873833910fa5d,57488bea56da72f20eafbe2ae79a604ac77f3363fb18cd6cf51337aecb75cc8e,d2l_methodology_corpus_origin_audit,1.0.0
ctx_537ed43953ead18faf55b24e,document,d2l_computational_performance,d2l_computational_performance_hybridize_b064,sentence_3b7cf906cd8f16a45541792b,"Also note that some functions are not supported in the `symbol` module (e.g.,  `asnumpy`) and operations in-place such as `a += b` and `a[:] = a + b` must be rewritten as `a = a + b`.",442,625,105,113,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_2684090fd4500122fec2a334,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_537ed43953ead18faf55b24e,ac0eb75a50a7231492d9ecbac89fb1cab7c2203a820a67386ebc196a7f99e4db,d2l_methodology_corpus_origin_audit,1.0.0
ctx_54000812f62f7bf37881febb,document,d2l_deep_learning_computation,d2l_deep_learning_computation_model_construction_b024,sentence_8e2971f50991228a79af53d2,"Here, we declare two
    # fully-connected layers
    def __init__(self, **kwargs):
        # Call the constructor of the `MLP` parent class `Block` to perform
        # the necessary initialization.",86,285,103,114,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_7d7b617aacd41c76538d06af,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_54000812f62f7bf37881febb,c882941d97a2a787ac1b8231f1139367f9684a021c3816ded0c9c3aff5ba7291,d2l_methodology_corpus_origin_audit,1.0.0
ctx_54088257ccb95a4974f91f90,document,d2l_multilayer_perceptrons,d2l_multilayer_perceptrons_underfit_overfit_b012,sentence_c9db3344d8ec2f49dd7abe18,"As we increase the amount of data,
the probability that the fraction of heads
will deviate significantly from $\frac{1}{2}$ diminishes,
and our training error would come to match the generalization error.",788,992,183,203,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,BACKUP,C4,d2lce_9199c3ba27076b186a42df23,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,True,ctx_54088257ccb95a4974f91f90,ec9676e2254230d058d612cb5e899408d55f74b883157d07b406bf308221ec4a,d2l_methodology_corpus_origin_audit,1.0.0
ctx_545710fbceae0d3428fd3a00,document,d2l_generative_adversarial_networks,d2l_generative_adversarial_networks_gan_b008,sentence_acdc94766cb933ef5156bc2f,The discriminator is a binary classifier to distinguish if the input $x$ is real (from real data) or fake (from the generator).,0,127,116,125,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_73c8ce2915c4c64a52fab4a2,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_545710fbceae0d3428fd3a00,74b274a1bdfc0756274f53f2b5da7768668502dbd52ae92f3249fe19f74a8a8b,d2l_methodology_corpus_origin_audit,1.0.0
ctx_54f8c3cb816277ace430df97,document,d2l_convolutional_neural_networks,d2l_convolutional_neural_networks_index_b005,sentence_27f3e0ec9d14cbd6108f4db0,"These include the convolutional layers themselves,
nitty-gritty details including padding and stride,
the pooling layers used to aggregate information
across adjacent spatial regions,
the use of multiple channels  at each layer,
and a careful discussion of the structure of modern architectures.",107,402,195,212,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,BACKUP,C2,d2lce_ccf7d0a5109d86ee76a75b9c,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,True,ctx_54f8c3cb816277ace430df97,802bf37ab3e509cd61f00e3c54cdb2c5f85c2d5f8855084e502845be21aa0a8c,d2l_methodology_corpus_origin_audit,1.0.0
ctx_553b80dd5ccbf185fe342d46,document,d2l_convolutional_modern,d2l_convolutional_modern_googlenet_b002,sentence_a764ac4f7da44309f3a540f9,"One focus of the paper was to address the question
of which sized convolution kernels are best.",173,268,66,85,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,BACKUP,C2,d2lce_7c27fa40b039d07e81508741,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,True,ctx_553b80dd5ccbf185fe342d46,141786278cf83b4b91e9d384af91dd41f796f9b3b72b8d5c9b02f44132f1d28a,d2l_methodology_corpus_origin_audit,1.0.0
