term_id,sense_id,source_term,split,risk_class,risk_reasons,active_real_positive_context_count,review_requirement,risk_record_sha256
d2lce_9bd5113780f8e8160a24e6ad,d2lce_9bd5113780f8e8160a24e6ad,underflow,development,R1_QUALIFIED,QUALIFIER_REQUIRES_CONFIRMATION,8,ONE_REVIEWER_CONFIRMATION,a80c7430758d006204a0ee3a4740da7550d88271c0dada22b3f20cf396ca4259
d2lce_9c874642b8c028465cfbb71e,d2lce_9c874642b8c028465cfbb71e,convex sets,development,R2_MISSING,NO_GLOSSARY_MATCH,8,ONE_REVIEWER_REQUIRED,c04b3702da047d36d31c80e615e499812c1e7de71aa6a10cd49ae2b212ea33c7
d2lce_9cee0f2f668259a2568b89f4,d2lce_9cee0f2f668259a2568b89f4,Skip-Gram Model,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,7e7aceb9dfdf3ad7df825de7830fe94d34c2d7288f3152158ddb75cab8035d57
d2lce_9e5c3dd254843c7ec95d4960,d2lce_9e5c3dd254843c7ec95d4960,unknown token,development,R2_MISSING,NO_GLOSSARY_MATCH,7,ONE_REVIEWER_REQUIRED,96601128bee5da9322349b51fa0057889f124aa14314fa6723274df0ebeaa2bb
d2lce_a1d9f9c783c09cc52dedbe55,d2lce_a1d9f9c783c09cc52dedbe55,likelihood,development,R2_MISSING,NO_GLOSSARY_MATCH,7,ONE_REVIEWER_REQUIRED,3bfeb5287cd6f2b2b6c3afda65b9865e329987d3b0c0dac8746e2099976f9a40
d2lce_a3e7228aef125ec437a840fa,d2lce_a3e7228aef125ec437a840fa,weighted average,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,eed0f2ff20419cf76d1c64701be46e4de3fc01d0a0a0c465e1dd63a41c5726d7
d2lce_a47c0fa6efae6f5b3c950575,d2lce_a47c0fa6efae6f5b3c950575,Update Gate,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,c80f1b1604efb11466a5c5cec59cd4e6ce370f4f5359b40fafb7c40fb07ed76f
d2lce_a5537c415bcbe54cdd82a669,d2lce_a5537c415bcbe54cdd82a669,Label Shift,development,R2_MISSING,NO_GLOSSARY_MATCH,8,ONE_REVIEWER_REQUIRED,e7182f08396603b39d725dea06b3f208bd612b6b186b87c09392184c720ddd66
d2lce_a7105fea7b2b3447548b6d7a,d2lce_a7105fea7b2b3447548b6d7a,language model,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,27a8231651f2f93ba9e5a55c03251830f0e72bb1552121ac0a57403be0b7b5d7
d2lce_abae8f75b732ffe9c8a965c0,d2lce_abae8f75b732ffe9c8a965c0,nonvolitional cue,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,88180e5c00a05e74c198a62090130d220fb16a2d5e40058220bde882a94a770d
d2lce_ad03ff147d19eb2ea47d5b0e,d2lce_ad03ff147d19eb2ea47d5b0e,volitional cue,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,a78c3b0bb57ec77743f1be64f6d5cc3ce774cd00cd405f108122f275bf67e99c
d2lce_ad0d7cbd5f90ad33075e89aa,d2lce_ad0d7cbd5f90ad33075e89aa,R-CNN,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,8c0936247d30e491db462e26c64cd118ffd652190797347241f1780134ad9333
d2lce_ad13d119a140210b487eeb9c,d2lce_ad13d119a140210b487eeb9c,biases,test,R2_MISSING,NO_GLOSSARY_MATCH,3,ONE_REVIEWER_REQUIRED,f098e22cffd8a7493c91ca1d7475d3d8b335ab50207b1243dd5881e8d697c6e6
d2lce_addfcc9899bef06c500b6b0e,d2lce_addfcc9899bef06c500b6b0e,momentum,development,R0_CLEAR,CLEAR_V3_STRATUM_WITH_REAL_POSITIVE_CONTEXT,8,BLIND_AUDIT_RANDOM_10_TO_20_PERCENT,02837276bf452e2170d7b4c6c10e57fccd03368b0a1788db6f9f08094353584a
d2lce_b0fd0234a2a3049734e8011c,d2lce_b0fd0234a2a3049734e8011c,population,test,R0_CLEAR,CLEAR_V3_STRATUM_WITH_REAL_POSITIVE_CONTEXT,4,BLIND_AUDIT_RANDOM_10_TO_20_PERCENT,c454ca2ede650de199e7d0373e6d74c7ac563ce89fae5761c80469c0520678e7
d2lce_b5d6207f8142a696435e27e0,d2lce_b5d6207f8142a696435e27e0,Statistical Bias,development,R2_MISSING,NO_GLOSSARY_MATCH,8,ONE_REVIEWER_REQUIRED,d93803c200628d14ee61979f3f9b5a293c547f539035a3fa8f6890aabb9cc4dd
d2lce_b63485c15ac13f80b0d98676,d2lce_b63485c15ac13f80b0d98676,transposed convolutional layer,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,d07f414ccbc4955d56093914d185472c6bffbb41f93273509b1c42bd0fd8e807
d2lce_b85d9a7a642afee03175796f,d2lce_b85d9a7a642afee03175796f,sequence data,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,6,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,36ab7ded75a15d34b4c12c25084c70f55aaa0f29101780cef388d22ae1efc2e6
d2lce_b967af36e17c22a478eaed6d,d2lce_b967af36e17c22a478eaed6d,padding tokens,test,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,5c63fd0a77360be338988497eda622a910bdb93ceada6370f458299dd8bdbe2c
d2lce_bb2aa6e567ff5ce9563e209b,d2lce_bb2aa6e567ff5ce9563e209b,binary classification,validation,R2_MISSING,NO_GLOSSARY_MATCH,8,ONE_REVIEWER_REQUIRED,fbd2370f268c689a4111b2dc2aac0c09d6a6a90b15fb9a3bd791796a3a776990
d2lce_bbf89ef89c96205886255dcf,d2lce_bbf89ef89c96205886255dcf,matrix factorization,validation,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,4b2208927fde147c7ead753b11896c202cd9d75bfee01af25c5c6c2536e540b8
d2lce_bc240ce7b3e0abeb18f82a6b,d2lce_bc240ce7b3e0abeb18f82a6b,sensory input,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,df1fb342a0d451158c01be97f13f94df0744667291cf91e994cd1ff4b419b2b0
d2lce_bee01b92f7b0b02cc1d77bd7,d2lce_bee01b92f7b0b02cc1d77bd7,second derivative,development,R2_MISSING,NO_GLOSSARY_MATCH,8,ONE_REVIEWER_REQUIRED,078c4a28bd2e5059f6516f3105c24b9d301acd0cfd1aa5e7e12f1a6f33394aef
d2lce_c01c503b792019c6e3827ac0,d2lce_c01c503b792019c6e3827ac0,interaction matrix,validation,R2_MISSING,NO_GLOSSARY_MATCH,6,ONE_REVIEWER_REQUIRED,a82101e2fcb069073b2a0303493df9d6e4d09d0cac33d25b83b528c3d297f792
d2lce_c343a692fe9bdfdabefe7687,d2lce_c343a692fe9bdfdabefe7687,maximum pooling layer,development,R2_MISSING,NO_GLOSSARY_MATCH,7,ONE_REVIEWER_REQUIRED,2a6896ec9caa9b710a3836d0802c49860c481a48cb9d69e5496ab922adcd52ff
d2lce_c3c46748b1a49e32c07ca9d7,d2lce_c3c46748b1a49e32c07ca9d7,iteration,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,281f59aaf8c13dea10a1e5caf28f9b998b46bc8724bab54fc929cd676a4a5a64
d2lce_c47822c187c02e12aa499ec6,d2lce_c47822c187c02e12aa499ec6,distribution,test,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,4,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,a293526eac81f318143313a975c1c91e66f4c5179f25e9f0d11b4c4ccac12749
d2lce_c4e87e5ee47d3e26ba618290,d2lce_c4e87e5ee47d3e26ba618290,convolutional neural networks,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,0af350de867afce3c1202168be749356aac06131daff0c487c3e2ed5a00a1abe
d2lce_c6b4477a845e2e0e0e02f088,d2lce_c6b4477a845e2e0e0e02f088,output gate,development,R2_MISSING,NO_GLOSSARY_MATCH,8,ONE_REVIEWER_REQUIRED,74d9dce314b8e8bcf6ebceada5226e05767ccf5d99c132d8b4b2b963453eee0b
d2lce_c6c1c6e96c39b88a9f94e8d9,d2lce_c6c1c6e96c39b88a9f94e8d9,input gate,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,a9bfb2534ee8113f64aef65930e16a4759e9fde7e65f997473e32e52f3c886e9
d2lce_c6d5679eb20ff0719dfc35b2,d2lce_c6d5679eb20ff0719dfc35b2,SSD,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,6,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,51da6da214762d7eba36caacf094c9975f6c6fc497ab4cb2edecab8d2bc6136c
d2lce_c9e2beab505998c5b3b560b5,d2lce_c9e2beab505998c5b3b560b5,risk,test,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,4,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,4b3d5940d4a02cb162586325e755372476e1498df2145f77bc0289ec4d41a4b8
d2lce_ca2ca961829e131bbc0fd92b,d2lce_ca2ca961829e131bbc0fd92b,Entailment,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,c093909e86fe35c6eba467fa20ac54ba3b59b7fad183e24e544da5e99dcfdbf3
d2lce_cc4cb853eff638abcbdf7691,d2lce_cc4cb853eff638abcbdf7691,learning rate,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,931475b3b9961161dcd4a7c554c26d7b9dd6241f368879603b0dbebb16d0e2e9
d2lce_ccf7d0a5109d86ee76a75b9c,d2lce_ccf7d0a5109d86ee76a75b9c,multiple channels,development,R2_MISSING,NO_GLOSSARY_MATCH,5,ONE_REVIEWER_REQUIRED,ab1a3f4c5ad5f8a184f9c684a252e993c810df6593ca51de80c4fe7c550e974c
d2lce_ce222dd206341f61f2986f7a,d2lce_ce222dd206341f61f2986f7a,word embedding,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,57adb2ec26c889ecbb0bae58b3d9cfa0150d24a12614b5c97a641c421f55622a
d2lce_ceb82e896665f8c0cd942ed6,d2lce_ceb82e896665f8c0cd942ed6,MSE,development,R2_MISSING,NO_GLOSSARY_MATCH,7,ONE_REVIEWER_REQUIRED,499685e63c73dc343671ffca565f029afdc794ff5b5b42265c837ba6b4294169
d2lce_cf168d11faf5e675efa7e0a3,d2lce_cf168d11faf5e675efa7e0a3,objective,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,534be8c15cffbb5b64a627ba6d56e48372495135598cb8eb892b6176d8e5c0e7
d2lce_d0b3a65c5f21e6064395a475,d2lce_d0b3a65c5f21e6064395a475,ground truth,validation,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,20336cd9d258593c7cfa08129cc3a19ccfa99966b202c582ae3aa60b413bcf07
d2lce_d1ca2fd5568e11a79b1b3366,d2lce_d1ca2fd5568e11a79b1b3366,train,test,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,6,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,cdfcef69b3047cd75c668fa444d1cefa70f7312f10eef0f2a3d1031d747102ff
d2lce_d2bfc7b3a0a02ddfd71b3526,d2lce_d2bfc7b3a0a02ddfd71b3526,convolutional layer,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,6,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,7826dd1499f17a810399aee99732e3018a366aca7423ee5fa1406a8b86de6e2c
d2lce_d30763678be8999b747cf0ee,d2lce_d30763678be8999b747cf0ee,training data,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,4,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,348d749f09f7177464476550e45ef62c37dc036de9f9305cfbed36dd1946e31f
d2lce_d53294d467b28b07bf000b10,d2lce_d53294d467b28b07bf000b10,standardization,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,a78c7f4a46cc14c32548660186e04c4d1d287431be63cc67a46f6739d07ece74
d2lce_d7976d0b101e65c34c011871,d2lce_d7976d0b101e65c34c011871,vanishing gradients,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,002dcf50e8a7f1c5b07ce59324f93bc9aaec06bc63ba44f0ce865e555971341b
d2lce_d89e6e83e5f07d1fcb18c6aa,d2lce_d89e6e83e5f07d1fcb18c6aa,classification task,validation,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,86db642dbe10aa1a205ddb85999351e1caf56f648c69d6f66fabd4ab1b9c0e96
d2lce_d8d3db5e12791f4de99286be,d2lce_d8d3db5e12791f4de99286be,linear regression,validation,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,07c15187be0003ce3a89a7dba2e17333d2db9d8ebd9280f10a8921a092760ea9
d2lce_d96258f97579b9b414c21815,d2lce_d96258f97579b9b414c21815,positional embeddings,development,R2_MISSING,NO_GLOSSARY_MATCH,8,ONE_REVIEWER_REQUIRED,d13bb048eba36df8e90ab4d6fb55df0d0c9936de90335b9f31cce7a31c6d0238
d2lce_dbb300a90e4b0f8b815b5e12,d2lce_dbb300a90e4b0f8b815b5e12,hypothesis,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,95de415de7527b30f601f33af6ef21fcc8da021f060a252eee71f85df5152b18
d2lce_dc193feb1eeef3a1349d9b74,d2lce_dc193feb1eeef3a1349d9b74,continuous bag of words,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,df4c637e09d04ac75abf1e4c06ea7c824642a83438e74c40d2ede0dd0f4160f0
d2lce_ddf8557de1cd5ff23b86e10e,d2lce_ddf8557de1cd5ff23b86e10e,aspect ratio,test,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,6,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,b11f539723f51b0af87cd6e43c129f65255b4ce05b1be03e74dc5f86a4a24899
d2lce_e014da89e120449f8881dd5b,d2lce_e014da89e120449f8881dd5b,single GPU,validation,R2_MISSING,NO_GLOSSARY_MATCH,6,ONE_REVIEWER_REQUIRED,0c9e407f4fc69e56c921c9872a0fed7f89d73926e79de0a30ef5462eec9a1e18
d2lce_e0c693366d811581abbb9e74,d2lce_e0c693366d811581abbb9e74,activation function,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,7ce2981a2029972ce929236735ad09842a7c58d75da5cf58ba6fdcbc1bddf8ae
d2lce_e1a7c8e04c91b48272b3b5ee,d2lce_e1a7c8e04c91b48272b3b5ee,discrete random variables,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,9e238224eb31f85e47c08d691c6a8abed16e9520a507ab50a9557bdd10f12f0c
d2lce_e246c0d41c7b8bc2c145f69a,d2lce_e246c0d41c7b8bc2c145f69a,linearly independent,development,R2_MISSING,NO_GLOSSARY_MATCH,7,ONE_REVIEWER_REQUIRED,80860de387acaad7d3dc97003f86949cf0e17ecc6f4ed8509c157b5e67c82f1a
d2lce_e27a9787bb13f8580103adc4,d2lce_e27a9787bb13f8580103adc4,pretrained BERT,validation,R2_MISSING,NO_GLOSSARY_MATCH,8,ONE_REVIEWER_REQUIRED,dfec3b02eb25b0bc6df3c11db95e1c13e7bef5d678a9125f125ab1378965305c
d2lce_e749bbd007351d6963f2bbd0,d2lce_e749bbd007351d6963f2bbd0,offsets,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,7c3fa458039911645633f8d545cc9697a3cf0b9ae4da691311806941067f92a4
d2lce_e8992d8478a28e673fe551dc,d2lce_e8992d8478a28e673fe551dc,sequential partitioning,validation,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,6c3850deb0da6734b7dc293eab80e6e8b7a751a2c4b77de5fb8dc91666fd0183
d2lce_eae5d94b4d2b73165c5d8795,d2lce_eae5d94b4d2b73165c5d8795,zero mean,development,R2_MISSING,NO_GLOSSARY_MATCH,7,ONE_REVIEWER_REQUIRED,9936b92b38e67ccf48c8a7fcfeee2412fe27f558310402ff8c386d7cfc9aa35d
d2lce_eba859df6c63311dce4a5eb7,d2lce_eba859df6c63311dce4a5eb7,CNN,test,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,6,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,f46b470941d1081a871f189052a0862db7823d7521bf826cf85bc1e86ab0a35d
d2lce_ebd36388b50538b928ebbb4a,d2lce_ebd36388b50538b928ebbb4a,CUDA,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,8,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,a345ee968eb3f8047db291433dc108f479b7ba3c31bf6904b7b31a06d6b6cefc
d2lce_ed44d125cc1110c1c39f7b3e,d2lce_ed44d125cc1110c1c39f7b3e,model parameter,development,R2_MISSING,NO_GLOSSARY_MATCH,8,ONE_REVIEWER_REQUIRED,90a9df32dd002afd22ea2737528b2fa992426be0b07f74c7dfc7060df618f64a
d2lce_f33d434f8362f23d43285427,d2lce_f33d434f8362f23d43285427,representation,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,5,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,935e509e19e4555e743239c53dd1197bc811d8babceebb9fa1428029441dd4a6
d2lce_f3dedf5fcd54a46940474022,d2lce_f3dedf5fcd54a46940474022,dimensionality,test,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,6,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,a24ac41927be3962c8f850314b039b91a5cd4ab7d32be759d1031bb22f0cd2d2
d2lce_f7c1845f1d67dcb386e8fc22,d2lce_f7c1845f1d67dcb386e8fc22,latent factors,development,R2_MISSING,NO_GLOSSARY_MATCH,6,ONE_REVIEWER_REQUIRED,466c18bb5c22c10e22aa82b78e14fcb1a5bff8159515ac3167f822392eb81924
d2lce_fa115d4c3a8140d91339df15,d2lce_fa115d4c3a8140d91339df15,Reduction,development,R2_MISSING,NO_GLOSSARY_MATCH,7,ONE_REVIEWER_REQUIRED,239b8450ed3bd62b696f717d3b7c6e6cb5a7cfcc26d7597f9d4cdc4068da30b4
d2lce_fb9ad6a6ac7e4ba9167913e1,d2lce_fb9ad6a6ac7e4ba9167913e1,Collaborative Filtering,development,R3_AMBIGUOUS,V3_STRATUM_AMBIGUOUS,7,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,f37bff40f070e61df0b0e11744e3a3d2c02af07e3414498f621dcc85be8dfb73
d2lce_fbe9efe0d390976cb31e5af7,d2lce_fbe9efe0d390976cb31e5af7,forward propagation,development,R3_AMBIGUOUS,V3_STRATUM_COLLISION_OR_MULTI_TARGET,6,TWO_INDEPENDENT_REVIEWERS_THEN_ADJUDICATE_DISAGREEMENT,f52f4e98e061ba1e5ac6dac91c31961133a8613cbdf89ff93e958fca67848107
